illum,cv,rho,seed,image,arm,readout,PSNR,SSIM
GAM4,0.1,0.99,2,dog,GLOBAL,whiten,-1.18698,0.00306609
GAM4,0.1,0.99,2,horse,GLOBAL,whiten,2.56967,0.0120956
GAM4,0.1,0.99,2,airplane,GLOBAL,whiten,3.24618,0.00877804
GAM4,0.1,0.99,2,car,GLOBAL,whiten,6.38682,0.0532398
GAM4,0.1,0.99,2,ship,GLOBAL,whiten,0.322941,0.00597334
GAM4,0.1,0.99,2,truck,GLOBAL,whiten,7.59249,0.0484369
GAM4,0.1,0.9,2,cat,L2,plain,5.84359,0.0466326
GAM4,0.1,0.9,2,deer,L2,plain,8.0374,0.0709555
GAM4,0.1,0.9,2,dog,L2,plain,0.0411146,0.00741492
GAM4,0.1,0.9,2,horse,L2,plain,3.93626,0.0383936
GAM4,0.1,0.9,2,airplane,L2,plain,4.33827,0.0204812
GAM4,0.1,0.9,2,car,L2,plain,7.66564,0.0897674
GAM4,0.1,0.9,2,ship,L2,plain,1.39005,0.00718063
GAM4,0.1,0.9,2,truck,L2,plain,9.0313,0.13027
GAM4,0.1,0.9,2,cat,L2,whiten,5.81668,0.0468014
GAM4,0.1,0.9,2,deer,L2,whiten,7.96255,0.0706418
GAM4,0.1,0.9,2,dog,L2,whiten,0.00201317,0.00715059
GAM4,0.1,0.9,2,horse,L2,whiten,3.89456,0.0415205
GAM4,0.1,0.9,2,airplane,L2,whiten,4.25996,0.0200116
GAM4,0.1,0.9,2,car,L2,whiten,7.63673,0.0898618
GAM4,0.1,0.9,2,ship,L2,whiten,1.3536,0.00789079
GAM4,0.1,0.9,2,truck,L2,whiten,9.01359,0.131486
GAM4,0.1,0.9,2,cat,L2,ratio,5.843,0.0457173
GAM4,0.1,0.9,2,deer,L2,ratio,8.04428,0.0727253
GAM4,0.1,0.9,2,dog,L2,ratio,0.0739882,0.00691201
GAM4,0.1,0.9,2,horse,L2,ratio,3.97196,0.0402429
GAM4,0.1,0.9,2,airplane,L2,ratio,4.31875,0.0197347
GAM4,0.1,0.9,2,car,L2,ratio,7.69225,0.0899927
GAM4,0.1,0.9,2,ship,L2,ratio,1.40213,0.00831107
GAM4,0.1,0.9,2,truck,L2,ratio,9.0392,0.130857
GAM4,0.1,0.9,2,cat,L4,plain,5.55774,0.039501
GAM4,0.1,0.9,2,deer,L4,plain,8.00702,0.0766556
GAM4,0.1,0.9,2,dog,L4,plain,-0.226707,0.00627088
GAM4,0.1,0.9,2,horse,L4,plain,3.86643,0.0355381
GAM4,0.1,0.9,2,airplane,L4,plain,4.36021,0.0220807
GAM4,0.1,0.9,2,car,L4,plain,7.55504,0.0810383
GAM4,0.1,0.9,2,ship,L4,plain,1.36001,0.00692528
GAM4,0.1,0.9,2,truck,L4,plain,8.98465,0.11903
GAM4,0.1,0.9,2,cat,L4,whiten,5.55069,0.039385
GAM4,0.1,0.9,2,deer,L4,whiten,8.02624,0.075181
GAM4,0.1,0.9,2,dog,L4,whiten,-0.221749,0.00643511
GAM4,0.1,0.9,2,horse,L4,whiten,3.90041,0.0362637
GAM4,0.1,0.9,2,airplane,L4,whiten,4.36044,0.0219069
GAM4,0.1,0.9,2,car,L4,whiten,7.5506,0.0823952
GAM4,0.1,0.9,2,ship,L4,whiten,1.37849,0.00704062
GAM4,0.1,0.9,2,truck,L4,whiten,9.01406,0.122877
GAM4,0.1,0.9,2,cat,L4,ratio,5.56612,0.0396633
GAM4,0.1,0.9,2,deer,L4,ratio,8.03715,0.0790776
GAM4,0.1,0.9,2,dog,L4,ratio,-0.190648,0.00610672
GAM4,0.1,0.9,2,horse,L4,ratio,3.86787,0.0363749
GAM4,0.1,0.9,2,airplane,L4,ratio,4.3368,0.0207455
GAM4,0.1,0.9,2,car,L4,ratio,7.57641,0.0813398
GAM4,0.1,0.9,2,ship,L4,ratio,1.38462,0.00783246
GAM4,0.1,0.9,2,truck,L4,ratio,8.99887,0.120238
GAM4,0.1,0.9,2,cat,L8,plain,5.36507,0.0355188
GAM4,0.1,0.9,2,deer,L8,plain,7.49917,0.0651675
GAM4,0.1,0.9,2,dog,L8,plain,-0.342066,0.00327926
GAM4,0.1,0.9,2,horse,L8,plain,3.61358,0.030413
GAM4,0.1,0.9,2,airplane,L8,plain,4.26357,0.0164289
GAM4,0.1,0.9,2,car,L8,plain,7.49756,0.0743736
GAM4,0.1,0.9,2,ship,L8,plain,0.995658,0.00539426
GAM4,0.1,0.9,2,truck,L8,plain,8.82976,0.108065
GAM4,0.1,0.9,2,cat,L8,whiten,5.35282,0.0359048
GAM4,0.1,0.9,2,deer,L8,whiten,7.51156,0.065366
GAM4,0.1,0.9,2,dog,L8,whiten,-0.338269,0.00333131
GAM4,0.1,0.9,2,horse,L8,whiten,3.61273,0.0304583
GAM4,0.1,0.9,2,airplane,L8,whiten,4.26182,0.0173208
GAM4,0.1,0.9,2,car,L8,whiten,7.51822,0.074937
GAM4,0.1,0.9,2,ship,L8,whiten,1.01119,0.00584893
GAM4,0.1,0.9,2,truck,L8,whiten,8.8336,0.108111
GAM4,0.1,0.9,2,cat,L8,ratio,5.37746,0.0360162
GAM4,0.1,0.9,2,deer,L8,ratio,7.51455,0.0665223
GAM4,0.1,0.9,2,dog,L8,ratio,-0.331824,0.00292102
GAM4,0.1,0.9,2,horse,L8,ratio,3.58537,0.0304111
GAM4,0.1,0.9,2,airplane,L8,ratio,4.25417,0.0160228
GAM4,0.1,0.9,2,car,L8,ratio,7.50018,0.0735214
GAM4,0.1,0.9,2,ship,L8,ratio,0.99704,0.00582817
GAM4,0.1,0.9,2,truck,L8,ratio,8.8366,0.108515
GAM4,0.1,0.9,2,cat,L16,plain,5.11575,0.0347455
GAM4,0.1,0.9,2,deer,L16,plain,7.2146,0.0481352
GAM4,0.1,0.9,2,dog,L16,plain,-0.652386,0.00287369
GAM4,0.1,0.9,2,horse,L16,plain,3.22853,0.0289579
GAM4,0.1,0.9,2,airplane,L16,plain,4.00119,0.0171602
GAM4,0.1,0.9,2,car,L16,plain,7.00991,0.0614209
GAM4,0.1,0.9,2,ship,L16,plain,0.643836,0.00434354
GAM4,0.1,0.9,2,truck,L16,plain,8.29274,0.0914677
GAM4,0.1,0.9,2,cat,L16,whiten,5.10958,0.0346776
GAM4,0.1,0.9,2,deer,L16,whiten,7.21977,0.0484216
GAM4,0.1,0.9,2,dog,L16,whiten,-0.64826,0.00288282
GAM4,0.1,0.9,2,horse,L16,whiten,3.23235,0.0291052
GAM4,0.1,0.9,2,airplane,L16,whiten,4.00779,0.017199
GAM4,0.1,0.9,2,car,L16,whiten,7.00386,0.0616272
GAM4,0.1,0.9,2,ship,L16,whiten,0.642427,0.00443716
GAM4,0.1,0.9,2,truck,L16,whiten,8.29898,0.0920955
GAM4,0.1,0.9,2,cat,L16,ratio,5.13226,0.0350324
GAM4,0.1,0.9,2,deer,L16,ratio,7.25499,0.0488689
GAM4,0.1,0.9,2,dog,L16,ratio,-0.660884,0.00279687
GAM4,0.1,0.9,2,horse,L16,ratio,3.21883,0.029152
GAM4,0.1,0.9,2,airplane,L16,ratio,4.0211,0.0173906
GAM4,0.1,0.9,2,car,L16,ratio,7.02811,0.0604821
GAM4,0.1,0.9,2,ship,L16,ratio,0.652213,0.00470477
GAM4,0.1,0.9,2,truck,L16,ratio,8.28853,0.0921229
GAM4,0.1,0.9,2,cat,L32,plain,4.85016,0.0239106
GAM4,0.1,0.9,2,deer,L32,plain,6.95502,0.0319016
GAM4,0.1,0.9,2,dog,L32,plain,-0.943652,0.00126813
GAM4,0.1,0.9,2,horse,L32,plain,3.05567,0.0268981
GAM4,0.1,0.9,2,airplane,L32,plain,3.82248,0.0174831
GAM4,0.1,0.9,2,car,L32,plain,6.6397,0.0473053
GAM4,0.1,0.9,2,ship,L32,plain,0.398359,-0.00115025
GAM4,0.1,0.9,2,truck,L32,plain,8.04642,0.0715601
GAM4,0.1,0.9,2,cat,L32,whiten,4.84431,0.023828
GAM4,0.1,0.9,2,deer,L32,whiten,6.95736,0.0319733
GAM4,0.1,0.9,2,dog,L32,whiten,-0.944019,0.00129433
GAM4,0.1,0.9,2,horse,L32,whiten,3.05751,0.0269083
GAM4,0.1,0.9,2,airplane,L32,whiten,3.82569,0.0175702
GAM4,0.1,0.9,2,car,L32,whiten,6.63857,0.04757
GAM4,0.1,0.9,2,ship,L32,whiten,0.396556,-0.00112602
GAM4,0.1,0.9,2,truck,L32,whiten,8.04701,0.071808
GAM4,0.1,0.9,2,cat,L32,ratio,4.85922,0.0243431
GAM4,0.1,0.9,2,deer,L32,ratio,6.98483,0.0326684
GAM4,0.1,0.9,2,dog,L32,ratio,-0.951325,0.00113509
GAM4,0.1,0.9,2,horse,L32,ratio,3.04851,0.0271399
GAM4,0.1,0.9,2,airplane,L32,ratio,3.81943,0.0174951
GAM4,0.1,0.9,2,car,L32,ratio,6.6414,0.0467568
GAM4,0.1,0.9,2,ship,L32,ratio,0.405512,-0.000996591
GAM4,0.1,0.9,2,truck,L32,ratio,8.03601,0.0713041
GAM4,0.1,0.9,2,cat,L64,plain,4.73367,0.0197053
GAM4,0.1,0.9,2,deer,L64,plain,6.65527,0.0283071
GAM4,0.1,0.9,2,dog,L64,plain,-1.11436,0.000320763
GAM4,0.1,0.9,2,horse,L64,plain,2.84295,0.0245759
GAM4,0.1,0.9,2,airplane,L64,plain,3.61231,0.0130383
GAM4,0.1,0.9,2,car,L64,plain,6.46755,0.0438349
GAM4,0.1,0.9,2,ship,L64,plain,0.29228,0.000667423
GAM4,0.1,0.9,2,truck,L64,plain,7.9323,0.0689333
GAM4,0.1,0.9,2,cat,L64,whiten,4.72986,0.0196898
GAM4,0.1,0.9,2,deer,L64,whiten,6.65675,0.028373
GAM4,0.1,0.9,2,dog,L64,whiten,-1.1127,0.000336854
GAM4,0.1,0.9,2,horse,L64,whiten,2.84566,0.0246463
GAM4,0.1,0.9,2,airplane,L64,whiten,3.61329,0.0130862
GAM4,0.1,0.9,2,car,L64,whiten,6.4663,0.0439572
GAM4,0.1,0.9,2,ship,L64,whiten,0.291075,0.00068324
GAM4,0.1,0.9,2,truck,L64,whiten,7.93399,0.0690841
GAM4,0.1,0.9,2,cat,L64,ratio,4.74223,0.0197753
GAM4,0.1,0.9,2,deer,L64,ratio,6.68595,0.0289492
GAM4,0.1,0.9,2,dog,L64,ratio,-1.12063,0.000277168
GAM4,0.1,0.9,2,horse,L64,ratio,2.84074,0.0245446
GAM4,0.1,0.9,2,airplane,L64,ratio,3.62729,0.0130324
GAM4,0.1,0.9,2,car,L64,ratio,6.47981,0.0434943
GAM4,0.1,0.9,2,ship,L64,ratio,0.280231,0.000830742
GAM4,0.1,0.9,2,truck,L64,ratio,7.92683,0.068387
GAM4,0.1,0.9,2,cat,RAW,plain,13.9431,0.0999719
GAM4,0.1,0.9,2,deer,RAW,plain,11.3706,0.128617
GAM4,0.1,0.9,2,dog,RAW,plain,18.1208,0.46705
GAM4,0.1,0.9,2,horse,RAW,plain,12.5398,0.150101
GAM4,0.1,0.9,2,airplane,RAW,plain,15.0166,0.328042
GAM4,0.1,0.9,2,car,RAW,plain,10.6828,0.0775087
GAM4,0.1,0.9,2,ship,RAW,plain,12.5336,0.404186
GAM4,0.1,0.9,2,truck,RAW,plain,12.5333,0.0533887
GAM4,0.1,0.9,2,cat,RAW,whiten,13.9431,0.0999719
GAM4,0.1,0.9,2,deer,RAW,whiten,11.3706,0.128617
GAM4,0.1,0.9,2,dog,RAW,whiten,18.1208,0.46705
GAM4,0.1,0.9,2,horse,RAW,whiten,12.5398,0.150101
GAM4,0.1,0.9,2,airplane,RAW,whiten,15.0166,0.328042
GAM4,0.1,0.9,2,car,RAW,whiten,10.6828,0.0775087
GAM4,0.1,0.9,2,ship,RAW,whiten,12.5336,0.404186
GAM4,0.1,0.9,2,truck,RAW,whiten,12.5333,0.0533887
GAM4,0.1,0.9,2,cat,GLOBAL,plain,4.59091,0.0193966
GAM4,0.1,0.9,2,deer,GLOBAL,plain,6.5361,0.0219874
GAM4,0.1,0.9,2,dog,GLOBAL,plain,-1.34042,0.00043706
GAM4,0.1,0.9,2,horse,GLOBAL,plain,2.80323,0.0174636
GAM4,0.1,0.9,2,airplane,GLOBAL,plain,3.37224,0.0165058
GAM4,0.1,0.9,2,car,GLOBAL,plain,6.32962,0.0376386
GAM4,0.1,0.9,2,ship,GLOBAL,plain,0.093694,0.000410806
GAM4,0.1,0.9,2,truck,GLOBAL,plain,7.79099,0.0631308
GAM4,0.1,0.9,2,cat,GLOBAL,whiten,4.59091,0.0193966
GAM4,0.1,0.9,2,deer,GLOBAL,whiten,6.5361,0.0219874
GAM4,0.1,0.9,2,dog,GLOBAL,whiten,-1.34042,0.00043706
GAM4,0.1,0.9,2,horse,GLOBAL,whiten,2.80323,0.0174636
GAM4,0.1,0.9,2,airplane,GLOBAL,whiten,3.37224,0.0165058
GAM4,0.1,0.9,2,car,GLOBAL,whiten,6.32962,0.0376386
GAM4,0.1,0.9,2,ship,GLOBAL,whiten,0.093694,0.000410806
GAM4,0.1,0.9,2,truck,GLOBAL,whiten,7.79099,0.0631308
MIX-LOGN,0.02,0.99,0,cat,L2,plain,18.2769,0.522658
MIX-LOGN,0.02,0.99,0,deer,L2,plain,17.6867,0.374902
MIX-LOGN,0.02,0.99,0,dog,L2,plain,15.4592,0.229813
MIX-LOGN,0.02,0.99,0,horse,L2,plain,15.7074,0.292802
MIX-LOGN,0.02,0.99,0,airplane,L2,plain,17.9278,0.26958
MIX-LOGN,0.02,0.99,0,car,L2,plain,17.8719,0.425452
MIX-LOGN,0.02,0.99,0,ship,L2,plain,16.3518,0.274754
MIX-LOGN,0.02,0.99,0,truck,L2,plain,16.6728,0.374279
MIX-LOGN,0.02,0.99,0,cat,L2,whiten,6.9669,0.0865391
MIX-LOGN,0.02,0.99,0,deer,L2,whiten,9.5239,0.0965471
MIX-LOGN,0.02,0.99,0,dog,L2,whiten,0.704969,0.00792509
MIX-LOGN,0.02,0.99,0,horse,L2,whiten,4.78967,0.068403
MIX-LOGN,0.02,0.99,0,airplane,L2,whiten,5.52845,0.0259827
MIX-LOGN,0.02,0.99,0,car,L2,whiten,9.00554,0.124447
MIX-LOGN,0.02,0.99,0,ship,L2,whiten,2.39144,0.0169379
MIX-LOGN,0.02,0.99,0,truck,L2,whiten,10.4931,0.201811
MIX-LOGN,0.02,0.99,0,cat,L2,ratio,18.2768,0.52209
MIX-LOGN,0.02,0.99,0,deer,L2,ratio,17.6861,0.37503
MIX-LOGN,0.02,0.99,0,dog,L2,ratio,15.4911,0.230788
MIX-LOGN,0.02,0.99,0,horse,L2,ratio,15.7072,0.291957
MIX-LOGN,0.02,0.99,0,airplane,L2,ratio,17.942,0.270618
MIX-LOGN,0.02,0.99,0,car,L2,ratio,17.8772,0.425988
MIX-LOGN,0.02,0.99,0,ship,L2,ratio,16.372,0.274942
MIX-LOGN,0.02,0.99,0,truck,L2,ratio,16.6738,0.374248
MIX-LOGN,0.02,0.99,0,cat,L4,plain,18.4154,0.528704
MIX-LOGN,0.02,0.99,0,deer,L4,plain,17.8351,0.382605
MIX-LOGN,0.02,0.99,0,dog,L4,plain,15.8723,0.273619
MIX-LOGN,0.02,0.99,0,horse,L4,plain,15.7648,0.309049
MIX-LOGN,0.02,0.99,0,airplane,L4,plain,18.1547,0.279901
MIX-LOGN,0.02,0.99,0,car,L4,plain,18.0826,0.442644
MIX-LOGN,0.02,0.99,0,ship,L4,plain,16.6516,0.308446
MIX-LOGN,0.02,0.99,0,truck,L4,plain,16.6939,0.376551
MIX-LOGN,0.02,0.99,0,cat,L4,whiten,7.62178,0.109797
MIX-LOGN,0.02,0.99,0,deer,L4,whiten,10.3121,0.119906
MIX-LOGN,0.02,0.99,0,dog,L4,whiten,1.32659,0.00984145
MIX-LOGN,0.02,0.99,0,horse,L4,whiten,5.4291,0.0755116
MIX-LOGN,0.02,0.99,0,airplane,L4,whiten,6.03111,0.0369333
MIX-LOGN,0.02,0.99,0,car,L4,whiten,9.84238,0.157704
MIX-LOGN,0.02,0.99,0,ship,L4,whiten,2.99077,0.0250328
MIX-LOGN,0.02,0.99,0,truck,L4,whiten,11.1369,0.244334
MIX-LOGN,0.02,0.99,0,cat,L4,ratio,18.415,0.528652
MIX-LOGN,0.02,0.99,0,deer,L4,ratio,17.8311,0.382475
MIX-LOGN,0.02,0.99,0,dog,L4,ratio,15.8872,0.273577
MIX-LOGN,0.02,0.99,0,horse,L4,ratio,15.7667,0.308924
MIX-LOGN,0.02,0.99,0,airplane,L4,ratio,18.1583,0.280445
MIX-LOGN,0.02,0.99,0,car,L4,ratio,18.0776,0.442876
MIX-LOGN,0.02,0.99,0,ship,L4,ratio,16.66,0.309086
MIX-LOGN,0.02,0.99,0,truck,L4,ratio,16.6936,0.376588
MIX-LOGN,0.02,0.99,0,cat,L8,plain,18.3296,0.519953
MIX-LOGN,0.02,0.99,0,deer,L8,plain,17.798,0.385189
MIX-LOGN,0.02,0.99,0,dog,L8,plain,15.9576,0.285532
MIX-LOGN,0.02,0.99,0,horse,L8,plain,15.7794,0.314935
MIX-LOGN,0.02,0.99,0,airplane,L8,plain,18.1721,0.296872
MIX-LOGN,0.02,0.99,0,car,L8,plain,18.1335,0.454833
MIX-LOGN,0.02,0.99,0,ship,L8,plain,16.6763,0.319155
MIX-LOGN,0.02,0.99,0,truck,L8,plain,16.7609,0.380851
MIX-LOGN,0.02,0.99,0,cat,L8,whiten,7.92145,0.120805
MIX-LOGN,0.02,0.99,0,deer,L8,whiten,10.5099,0.129384
MIX-LOGN,0.02,0.99,0,dog,L8,whiten,1.56015,0.0125943
MIX-LOGN,0.02,0.99,0,horse,L8,whiten,5.79527,0.0841546
MIX-LOGN,0.02,0.99,0,airplane,L8,whiten,6.22286,0.0413697
MIX-LOGN,0.02,0.99,0,car,L8,whiten,10.2042,0.169531
MIX-LOGN,0.02,0.99,0,ship,L8,whiten,3.33167,0.0307871
MIX-LOGN,0.02,0.99,0,truck,L8,whiten,11.3536,0.255767
MIX-LOGN,0.02,0.99,0,cat,L8,ratio,18.3308,0.520379
MIX-LOGN,0.02,0.99,0,deer,L8,ratio,17.7941,0.384877
MIX-LOGN,0.02,0.99,0,dog,L8,ratio,15.965,0.285291
MIX-LOGN,0.02,0.99,0,horse,L8,ratio,15.778,0.314632
MIX-LOGN,0.02,0.99,0,airplane,L8,ratio,18.1709,0.297272
MIX-LOGN,0.02,0.99,0,car,L8,ratio,18.134,0.455672
MIX-LOGN,0.02,0.99,0,ship,L8,ratio,16.6783,0.319094
MIX-LOGN,0.02,0.99,0,truck,L8,ratio,16.7625,0.380849
MIX-LOGN,0.02,0.99,0,cat,L16,plain,18.3797,0.524389
MIX-LOGN,0.02,0.99,0,deer,L16,plain,17.839,0.388281
MIX-LOGN,0.02,0.99,0,dog,L16,plain,16.1402,0.306763
MIX-LOGN,0.02,0.99,0,horse,L16,plain,15.8731,0.324372
MIX-LOGN,0.02,0.99,0,airplane,L16,plain,18.2736,0.306181
MIX-LOGN,0.02,0.99,0,car,L16,plain,18.1381,0.455657
MIX-LOGN,0.02,0.99,0,ship,L16,plain,16.7356,0.324732
MIX-LOGN,0.02,0.99,0,truck,L16,plain,16.7724,0.379981
MIX-LOGN,0.02,0.99,0,cat,L16,whiten,7.83857,0.118219
MIX-LOGN,0.02,0.99,0,deer,L16,whiten,10.4753,0.128279
MIX-LOGN,0.02,0.99,0,dog,L16,whiten,1.52999,0.0141964
MIX-LOGN,0.02,0.99,0,horse,L16,whiten,5.79086,0.088001
MIX-LOGN,0.02,0.99,0,airplane,L16,whiten,6.18621,0.0384546
MIX-LOGN,0.02,0.99,0,car,L16,whiten,10.1293,0.170216
MIX-LOGN,0.02,0.99,0,ship,L16,whiten,3.26014,0.0306716
MIX-LOGN,0.02,0.99,0,truck,L16,whiten,11.3634,0.255522
MIX-LOGN,0.02,0.99,0,cat,L16,ratio,18.3822,0.524794
MIX-LOGN,0.02,0.99,0,deer,L16,ratio,17.8369,0.388059
MIX-LOGN,0.02,0.99,0,dog,L16,ratio,16.1452,0.306828
MIX-LOGN,0.02,0.99,0,horse,L16,ratio,15.8715,0.324175
MIX-LOGN,0.02,0.99,0,airplane,L16,ratio,18.2741,0.306484
MIX-LOGN,0.02,0.99,0,car,L16,ratio,18.1388,0.456068
MIX-LOGN,0.02,0.99,0,ship,L16,ratio,16.7345,0.32457
MIX-LOGN,0.02,0.99,0,truck,L16,ratio,16.7737,0.379944
MIX-LOGN,0.02,0.99,0,cat,L32,plain,18.4102,0.526756
MIX-LOGN,0.02,0.99,0,deer,L32,plain,17.8751,0.390355
MIX-LOGN,0.02,0.99,0,dog,L32,plain,16.1892,0.307109
MIX-LOGN,0.02,0.99,0,horse,L32,plain,15.9201,0.323593
MIX-LOGN,0.02,0.99,0,airplane,L32,plain,18.2994,0.31274
MIX-LOGN,0.02,0.99,0,car,L32,plain,18.1416,0.462392
MIX-LOGN,0.02,0.99,0,ship,L32,plain,16.7802,0.325775
MIX-LOGN,0.02,0.99,0,truck,L32,plain,16.7672,0.378904
MIX-LOGN,0.02,0.99,0,cat,L32,whiten,7.63163,0.110329
MIX-LOGN,0.02,0.99,0,deer,L32,whiten,10.2463,0.119587
MIX-LOGN,0.02,0.99,0,dog,L32,whiten,1.39199,0.0130811
MIX-LOGN,0.02,0.99,0,horse,L32,whiten,5.57098,0.0804607
MIX-LOGN,0.02,0.99,0,airplane,L32,whiten,5.95336,0.0345735
MIX-LOGN,0.02,0.99,0,car,L32,whiten,9.82215,0.156676
MIX-LOGN,0.02,0.99,0,ship,L32,whiten,3.04543,0.0277211
MIX-LOGN,0.02,0.99,0,truck,L32,whiten,11.016,0.231102
MIX-LOGN,0.02,0.99,0,cat,L32,ratio,18.4117,0.527107
MIX-LOGN,0.02,0.99,0,deer,L32,ratio,17.8732,0.389982
MIX-LOGN,0.02,0.99,0,dog,L32,ratio,16.1962,0.307299
MIX-LOGN,0.02,0.99,0,horse,L32,ratio,15.9183,0.323269
MIX-LOGN,0.02,0.99,0,airplane,L32,ratio,18.3002,0.313209
MIX-LOGN,0.02,0.99,0,car,L32,ratio,18.1442,0.462562
MIX-LOGN,0.02,0.99,0,ship,L32,ratio,16.779,0.325601
MIX-LOGN,0.02,0.99,0,truck,L32,ratio,16.7677,0.3788
MIX-LOGN,0.02,0.99,0,cat,L64,plain,18.3943,0.527447
MIX-LOGN,0.02,0.99,0,deer,L64,plain,17.8459,0.388145
MIX-LOGN,0.02,0.99,0,dog,L64,plain,16.2042,0.310096
MIX-LOGN,0.02,0.99,0,horse,L64,plain,15.929,0.320721
MIX-LOGN,0.02,0.99,0,airplane,L64,plain,18.2814,0.313325
MIX-LOGN,0.02,0.99,0,car,L64,plain,18.149,0.464098
MIX-LOGN,0.02,0.99,0,ship,L64,plain,16.7692,0.324084
MIX-LOGN,0.02,0.99,0,truck,L64,plain,16.772,0.379628
MIX-LOGN,0.02,0.99,0,cat,L64,whiten,7.22798,0.0966477
MIX-LOGN,0.02,0.99,0,deer,L64,whiten,9.63509,0.100422
MIX-LOGN,0.02,0.99,0,dog,L64,whiten,1.03381,0.0112607
MIX-LOGN,0.02,0.99,0,horse,L64,whiten,5.25729,0.0748933
MIX-LOGN,0.02,0.99,0,airplane,L64,whiten,5.54142,0.0284475
MIX-LOGN,0.02,0.99,0,car,L64,whiten,9.38481,0.138501
MIX-LOGN,0.02,0.99,0,ship,L64,whiten,2.64668,0.0221022
MIX-LOGN,0.02,0.99,0,truck,L64,whiten,10.6985,0.212328
MIX-LOGN,0.02,0.99,0,cat,L64,ratio,18.3961,0.527828
MIX-LOGN,0.02,0.99,0,deer,L64,ratio,17.8431,0.387784
MIX-LOGN,0.02,0.99,0,dog,L64,ratio,16.2102,0.310346
MIX-LOGN,0.02,0.99,0,horse,L64,ratio,15.9259,0.320461
MIX-LOGN,0.02,0.99,0,airplane,L64,ratio,18.2791,0.313458
MIX-LOGN,0.02,0.99,0,car,L64,ratio,18.1508,0.464034
MIX-LOGN,0.02,0.99,0,ship,L64,ratio,16.7652,0.323734
MIX-LOGN,0.02,0.99,0,truck,L64,ratio,16.7718,0.379534
MIX-LOGN,0.02,0.99,0,cat,RAW,plain,13.9682,0.104067
MIX-LOGN,0.02,0.99,0,deer,RAW,plain,11.3793,0.12814
MIX-LOGN,0.02,0.99,0,dog,RAW,plain,18.091,0.46459
MIX-LOGN,0.02,0.99,0,horse,RAW,plain,12.5446,0.150698
MIX-LOGN,0.02,0.99,0,airplane,RAW,plain,15.0226,0.327899
MIX-LOGN,0.02,0.99,0,car,RAW,plain,10.7032,0.0787239
MIX-LOGN,0.02,0.99,0,ship,RAW,plain,12.5347,0.403737
MIX-LOGN,0.02,0.99,0,truck,RAW,plain,12.5437,0.0540642
MIX-LOGN,0.02,0.99,0,cat,RAW,whiten,4.07422,-0.0015794
MIX-LOGN,0.02,0.99,0,deer,RAW,whiten,6.08401,0.0114137
MIX-LOGN,0.02,0.99,0,dog,RAW,whiten,-1.53426,0.000994369
MIX-LOGN,0.02,0.99,0,horse,RAW,whiten,2.39881,-0.00126931
MIX-LOGN,0.02,0.99,0,airplane,RAW,whiten,2.86679,0.00233039
MIX-LOGN,0.02,0.99,0,car,RAW,whiten,5.15532,0.00218825
MIX-LOGN,0.02,0.99,0,ship,RAW,whiten,-0.135299,0.00547948
MIX-LOGN,0.02,0.99,0,truck,RAW,whiten,6.83548,0.000735088
MIX-LOGN,0.02,0.99,0,cat,GLOBAL,plain,18.3967,0.52669
MIX-LOGN,0.02,0.99,0,deer,GLOBAL,plain,17.8205,0.38805
MIX-LOGN,0.02,0.99,0,dog,GLOBAL,plain,16.0938,0.311205
MIX-LOGN,0.02,0.99,0,horse,GLOBAL,plain,15.9397,0.324448
MIX-LOGN,0.02,0.99,0,airplane,GLOBAL,plain,18.2088,0.303828
MIX-LOGN,0.02,0.99,0,car,GLOBAL,plain,18.1283,0.464595
MIX-LOGN,0.02,0.99,0,ship,GLOBAL,plain,16.6777,0.320926
MIX-LOGN,0.02,0.99,0,truck,GLOBAL,plain,16.7577,0.379802
MIX-LOGN,0.02,0.99,0,cat,GLOBAL,whiten,5.84358,0.0563917
MIX-LOGN,0.02,0.99,0,deer,GLOBAL,whiten,8.03512,0.0533963
MIX-LOGN,0.02,0.99,0,dog,GLOBAL,whiten,-0.175127,0.00816948
MIX-LOGN,0.02,0.99,0,horse,GLOBAL,whiten,3.76331,0.0398262
MIX-LOGN,0.02,0.99,0,airplane,GLOBAL,whiten,4.30876,0.0142254
MIX-LOGN,0.02,0.99,0,car,GLOBAL,whiten,7.76746,0.089919
MIX-LOGN,0.02,0.99,0,ship,GLOBAL,whiten,1.3868,0.0138249
MIX-LOGN,0.02,0.99,0,truck,GLOBAL,whiten,9.18524,0.126059
MIX-LOGN,0.02,0.9,0,cat,L2,plain,18.2291,0.517749
MIX-LOGN,0.02,0.9,0,deer,L2,plain,17.6868,0.378166
MIX-LOGN,0.02,0.9,0,dog,L2,plain,15.3456,0.221781
MIX-LOGN,0.02,0.9,0,horse,L2,plain,15.6643,0.294164
MIX-LOGN,0.02,0.9,0,airplane,L2,plain,17.9376,0.266937
MIX-LOGN,0.02,0.9,0,car,L2,plain,17.8186,0.429722
MIX-LOGN,0.02,0.9,0,ship,L2,plain,16.2378,0.276191
MIX-LOGN,0.02,0.9,0,truck,L2,plain,16.6577,0.371235
MIX-LOGN,0.02,0.9,0,cat,L2,whiten,6.59079,0.0638067
MIX-LOGN,0.02,0.9,0,deer,L2,whiten,8.91773,0.0745994
MIX-LOGN,0.02,0.9,0,dog,L2,whiten,0.398222,0.00598001
MIX-LOGN,0.02,0.9,0,horse,L2,whiten,4.41484,0.0550213
