image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
dog,MIX-LOGN,LOG,10000.0,1,SIR-10,0.184945,0.00477791,1.41805,48.2327,0.0368373
horse,MIX-LOGN,LOG,10000.0,1,SIR-10,4.0603,0.0388231,1.16559,49.2221,0.1511
airplane,MIX-LOGN,LOG,10000.0,1,SIR-10,4.60889,0.025574,1.27713,48.9763,0.135291
car,MIX-LOGN,LOG,10000.0,1,SIR-10,7.65823,0.0758788,1.26371,50.7855,0.289816
ship,MIX-LOGN,LOG,10000.0,1,SIR-10,1.48441,0.0114335,1.39387,49.3943,0.104182
truck,MIX-LOGN,LOG,10000.0,1,SIR-10,9.1648,0.127118,1.23761,51.0382,0.26833
cat,MIX-LOGN,LOG,10000.0,1,SIR-20,6.21241,0.0565019,1.27178,48.6395,0.178904
deer,MIX-LOGN,LOG,10000.0,1,SIR-20,8.57626,0.0755686,1.02416,48.0641,0.342414
dog,MIX-LOGN,LOG,10000.0,1,SIR-20,0.402687,0.00632172,1.41268,47.4768,0.0473334
horse,MIX-LOGN,LOG,10000.0,1,SIR-20,4.2505,0.0428487,1.17153,48.4961,0.162562
airplane,MIX-LOGN,LOG,10000.0,1,SIR-20,4.86163,0.0306433,1.2847,48.0703,0.146733
car,MIX-LOGN,LOG,10000.0,1,SIR-20,8.00805,0.0900872,1.21414,49.0421,0.327127
ship,MIX-LOGN,LOG,10000.0,1,SIR-20,1.86817,0.0129051,1.37764,48.0121,0.121957
truck,MIX-LOGN,LOG,10000.0,1,SIR-20,9.48905,0.139546,1.2129,49.5652,0.296463
cat,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,6.51349,0.0655993,1.27208,47.4867,0.197395
deer,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,8.92996,0.0816041,1.03046,46.4879,0.373176
dog,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,0.529414,0.00658611,1.41539,47.0492,0.0505808
horse,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,4.42353,0.0469475,1.17156,47.8199,0.174451
airplane,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,5.048,0.0341253,1.2919,47.3695,0.15852
car,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,8.4603,0.10023,1.22243,47.0059,0.366467
ship,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,2.03714,0.0129638,1.38553,47.3354,0.13716
truck,MIX-LOGN,LOG,10000.0,1,WHITEN-LW,9.75579,0.148539,1.20367,48.3276,0.32142
cat,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,3.75938,0.0126096,0.811333,58.0706,0.0359369
deer,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,5.25223,0.00327186,0.525291,64.4921,0.015017
dog,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,-2.39624,0.00174468,1.04032,56.7814,-0.0350693
horse,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,1.54382,0.000502052,0.883862,59.3424,-0.027565
airplane,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,2.08455,0.00356762,0.842603,58.2191,0.00379966
car,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,4.85297,0.00713312,0.72683,64.67,0.0209863
ship,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,-0.886133,0.0019216,1.09028,57.4969,0.0288062
truck,MIX-LOGN,LOG,10000.0,1,WHITEN-OR,6.65873,0.00350056,0.508621,63.8224,0.00752103
cat,MIX-LOGN,LOG,10000.0,1,SCORE-OR,3.57368,0.0048269,1.21364,58.9954,0.0119289
deer,MIX-LOGN,LOG,10000.0,1,SCORE-OR,5.26993,0.00355249,1.03742,65.1141,-0.0136757
dog,MIX-LOGN,LOG,10000.0,1,SCORE-OR,-2.34768,0.00126086,1.33563,56.4777,-0.00667224
horse,MIX-LOGN,LOG,10000.0,1,SCORE-OR,1.52176,0.00743571,1.15925,59.0916,-0.00635407
airplane,MIX-LOGN,LOG,10000.0,1,SCORE-OR,2.18492,0.00338344,1.23248,58.0534,-0.00678614
car,MIX-LOGN,LOG,10000.0,1,SCORE-OR,4.94009,0.00941413,1.18981,64.46,0.0196009
ship,MIX-LOGN,LOG,10000.0,1,SCORE-OR,-0.917844,0.000101294,1.37764,58.1535,-0.0184453
truck,MIX-LOGN,LOG,10000.0,1,SCORE-OR,6.4817,0.00956757,1.19902,64.059,0.0191149
cat,MIX-LOGN,LOG,10000.0,1,RANKG,18.4136,0.517523,0.495687,14.5754,0.80459
deer,MIX-LOGN,LOG,10000.0,1,RANKG,17.9646,0.40762,0.620092,17.5977,0.88443
dog,MIX-LOGN,LOG,10000.0,1,RANKG,16.7487,0.341892,0.489196,9.38824,0.426537
horse,MIX-LOGN,LOG,10000.0,1,RANKG,15.8299,0.323819,0.602746,15.765,0.7288
airplane,MIX-LOGN,LOG,10000.0,1,RANKG,18.5831,0.342665,0.727601,12.4843,0.764791
car,MIX-LOGN,LOG,10000.0,1,RANKG,18.2032,0.480945,0.586113,16.1054,0.908462
ship,MIX-LOGN,LOG,10000.0,1,RANKG,16.8106,0.336631,0.716955,10.8163,0.804325
truck,MIX-LOGN,LOG,10000.0,1,RANKG,16.7181,0.364076,0.518094,23.2948,0.800774
cat,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,6.51349,0.0655993,1.27208,47.4867,0.197395
deer,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,8.92992,0.0816037,1.03045,46.4879,0.373178
dog,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,0.529368,0.00658596,1.41539,47.0493,0.0505815
horse,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,4.42353,0.0469475,1.17156,47.8199,0.174451
airplane,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,5.048,0.0341253,1.2919,47.3695,0.15852
car,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,8.46025,0.100229,1.22243,47.0061,0.366464
ship,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,2.03708,0.0129635,1.38553,47.3356,0.137158
truck,MIX-LOGN,LOG,10000.0,1,L-ISOTRON,9.75579,0.148539,1.20367,48.3276,0.32142
cat,MIX-LOGN,LOG,10000.0,1,MLE-OR,9.53344,0.169715,1.12418,35.6033,0.465469
deer,MIX-LOGN,LOG,10000.0,1,MLE-OR,12.4113,0.179888,0.792919,30.7046,0.719136
dog,MIX-LOGN,LOG,10000.0,1,MLE-OR,3.3479,0.0197827,1.371,37.5802,0.152202
horse,MIX-LOGN,LOG,10000.0,1,MLE-OR,7.35015,0.117361,1.09651,36.5706,0.412227
airplane,MIX-LOGN,LOG,10000.0,1,MLE-OR,8.00988,0.0640508,1.25588,36.7069,0.347756
car,MIX-LOGN,LOG,10000.0,1,MLE-OR,12.0912,0.229601,1.00704,30.5283,0.723805
ship,MIX-LOGN,LOG,10000.0,1,MLE-OR,5.03333,0.0402968,1.3133,36.4393,0.347675
truck,MIX-LOGN,LOG,10000.0,1,MLE-OR,12.8559,0.299829,0.953305,34.0733,0.639131
cat,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,7.95481,0.110179,1.18475,41.9532,0.297937
deer,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,10.5867,0.124685,0.924581,39.1777,0.524951
dog,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,1.77255,0.0112376,1.3465,42.8641,0.082075
horse,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,5.81303,0.0793665,1.09468,42.6438,0.257568
airplane,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,6.35972,0.0428702,1.22207,42.6975,0.222154
car,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,10.0957,0.15949,1.13385,39.7318,0.516143
ship,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,3.33722,0.0242373,1.34831,42.6861,0.202246
truck,MIX-LOGN,LOG,10000.0,1,CLUSTER-WHITEN,11.2314,0.219225,1.06018,41.7522,0.45591
cat,MIX-LOGN,SAT30,10000.0,2,GI,18.3323,0.520039,0.505543,14.7213,0.798753
deer,MIX-LOGN,SAT30,10000.0,2,GI,17.9903,0.415957,0.628784,17.5505,0.884896
dog,MIX-LOGN,SAT30,10000.0,2,GI,16.3147,0.323262,0.495735,9.87569,0.33896
horse,MIX-LOGN,SAT30,10000.0,2,GI,15.9256,0.345089,0.581312,15.5856,0.73661
airplane,MIX-LOGN,SAT30,10000.0,2,GI,18.259,0.325923,0.700665,12.9534,0.749738
car,MIX-LOGN,SAT30,10000.0,2,GI,18.19,0.470729,0.589662,16.1597,0.907225
ship,MIX-LOGN,SAT30,10000.0,2,GI,16.7812,0.328601,0.690141,10.8472,0.805427
truck,MIX-LOGN,SAT30,10000.0,2,GI,16.7858,0.388824,0.49046,23.1389,0.8008
cat,MIX-LOGN,SAT30,10000.0,2,DGI,-3.60301,0.0181437,0.471762,64.3188,0.48422
deer,MIX-LOGN,SAT30,10000.0,2,DGI,4.69191,0.0716626,0.587014,38.6122,0.825434
dog,MIX-LOGN,SAT30,10000.0,2,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,MIX-LOGN,SAT30,10000.0,2,DGI,-8.68915,0.0019023,0.543455,73.0966,0.292226
airplane,MIX-LOGN,SAT30,10000.0,2,DGI,-11.0929,0.00179561,0.656226,77.1122,0.280562
car,MIX-LOGN,SAT30,10000.0,2,DGI,5.75755,0.305875,0.409017,39.2295,0.759057
ship,MIX-LOGN,SAT30,10000.0,2,DGI,-25.2473,6.04028e-05,0.865812,87.1127,0.0404659
truck,MIX-LOGN,SAT30,10000.0,2,DGI,4.83859,0.11144,0.445734,48.9945,0.615762
cat,MIX-LOGN,SAT30,10000.0,2,CORR,18.3763,0.531097,0.462279,14.6456,0.800908
deer,MIX-LOGN,SAT30,10000.0,2,CORR,17.9699,0.405617,0.594893,17.5909,0.884407
dog,MIX-LOGN,SAT30,10000.0,2,CORR,16.1235,0.30637,0.479969,10.0918,0.331477
horse,MIX-LOGN,SAT30,10000.0,2,CORR,15.8981,0.331115,0.567122,15.6346,0.735303
airplane,MIX-LOGN,SAT30,10000.0,2,CORR,18.2356,0.329174,0.685045,12.9952,0.745604
car,MIX-LOGN,SAT30,10000.0,2,CORR,18.0994,0.461012,0.567674,16.3331,0.90519
ship,MIX-LOGN,SAT30,10000.0,2,CORR,16.579,0.30503,0.71381,11.1144,0.791467
truck,MIX-LOGN,SAT30,10000.0,2,CORR,16.8457,0.398543,0.465801,22.9603,0.804661
cat,MIX-LOGN,SAT30,10000.0,2,SIR-10,5.93009,0.0487775,1.27254,49.8204,0.154651
deer,MIX-LOGN,SAT30,10000.0,2,SIR-10,8.22625,0.0661207,1.03011,49.8252,0.30334
dog,MIX-LOGN,SAT30,10000.0,2,SIR-10,0.0502717,0.00532897,1.4102,48.6297,0.0460894
horse,MIX-LOGN,SAT30,10000.0,2,SIR-10,3.86873,0.0427974,1.18346,50.0425,0.132752
airplane,MIX-LOGN,SAT30,10000.0,2,SIR-10,4.45111,0.0164479,1.2872,49.6544,0.117657
car,MIX-LOGN,SAT30,10000.0,2,SIR-10,7.5466,0.0813491,1.26743,50.9861,0.294349
ship,MIX-LOGN,SAT30,10000.0,2,SIR-10,1.57685,0.0127454,1.40334,49.0093,0.113718
truck,MIX-LOGN,SAT30,10000.0,2,SIR-10,9.18643,0.122301,1.20395,50.9325,0.270543
cat,MIX-LOGN,SAT30,10000.0,2,SIR-20,6.19241,0.054624,1.28299,48.8803,0.165318
deer,MIX-LOGN,SAT30,10000.0,2,SIR-20,8.56872,0.0808419,1.0349,48.0562,0.343708
dog,MIX-LOGN,SAT30,10000.0,2,SIR-20,0.233003,0.00715513,1.41096,47.9916,0.056011
horse,MIX-LOGN,SAT30,10000.0,2,SIR-20,4.09337,0.0461057,1.17083,49.1775,0.146574
airplane,MIX-LOGN,SAT30,10000.0,2,SIR-20,4.71898,0.0237299,1.30495,48.6035,0.138159
car,MIX-LOGN,SAT30,10000.0,2,SIR-20,7.90673,0.093615,1.26953,49.0415,0.339257
ship,MIX-LOGN,SAT30,10000.0,2,SIR-20,1.77461,0.0130696,1.4325,48.352,0.117276
truck,MIX-LOGN,SAT30,10000.0,2,SIR-20,9.64989,0.1398,1.21042,48.7469,0.314965
cat,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,6.4422,0.0600768,1.27404,47.9283,0.180016
deer,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,8.91848,0.087872,1.04653,46.4279,0.377397
dog,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,0.451961,0.00836048,1.41599,47.256,0.0612374
horse,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,4.31238,0.0531681,1.15412,48.2643,0.165977
airplane,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,4.95275,0.0264104,1.30928,47.7948,0.14591
car,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,8.28277,0.107231,1.27233,47.3917,0.369889
ship,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,1.97324,0.0148496,1.43774,47.5596,0.13471
truck,MIX-LOGN,SAT30,10000.0,2,WHITEN-LW,9.94487,0.155958,1.17934,47.4533,0.339287
cat,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,3.6149,0.00159284,0.691504,58.9219,0.00892221
deer,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,5.22988,0.000385762,0.53824,65.0753,-0.00709209
dog,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,-2.27839,0.000413609,1.10019,56.2363,-0.00114313
horse,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,1.42245,-0.00619479,0.773763,60.1195,-0.0554472
airplane,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,2.12503,-0.00602777,0.791388,58.2109,-0.00509116
car,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,5.0692,0.00577395,0.673368,63.8677,0.0292356
ship,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,-0.694944,0.00476127,1.04174,56.8156,0.0383689
truck,MIX-LOGN,SAT30,10000.0,2,WHITEN-OR,6.62696,0.00447642,0.51947,63.0631,0.0443001
cat,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,3.39336,0.00389924,1.17121,59.5687,0.00900477
deer,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,5.35054,0.000500138,1.0409,64.4389,0.0054998
dog,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,-2.31321,4.9127e-05,1.29612,56.3864,-0.00916238
horse,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,1.50059,0.00637095,1.10709,59.4305,-0.0248121
airplane,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,2.30044,0.00367574,1.19361,57.3355,0.0230773
car,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,4.97392,-0.000731557,1.2005,64.5538,0.0116187
ship,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,-0.92483,-0.000391491,1.35536,57.7939,0.0135634
truck,MIX-LOGN,SAT30,10000.0,2,SCORE-OR,6.51664,0.00260615,1.20094,64.0336,0.01599
cat,MIX-LOGN,SAT30,10000.0,2,RANKG,18.2135,0.51188,0.536418,14.928,0.792686
deer,MIX-LOGN,SAT30,10000.0,2,RANKG,17.9203,0.413595,0.662824,17.6954,0.882971
dog,MIX-LOGN,SAT30,10000.0,2,RANKG,16.2316,0.325346,0.503616,9.96897,0.336406
horse,MIX-LOGN,SAT30,10000.0,2,RANKG,15.8212,0.33237,0.602463,15.7783,0.729298
airplane,MIX-LOGN,SAT30,10000.0,2,RANKG,18.1628,0.323791,0.723706,13.1032,0.742067
car,MIX-LOGN,SAT30,10000.0,2,RANKG,18.1267,0.455022,0.608014,16.278,0.905893
ship,MIX-LOGN,SAT30,10000.0,2,RANKG,16.7067,0.331275,0.705531,10.9435,0.800984
truck,MIX-LOGN,SAT30,10000.0,2,RANKG,16.703,0.378824,0.517118,23.3782,0.796207
cat,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,6.44214,0.0600754,1.27404,47.9285,0.180015
deer,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,8.91848,0.087872,1.04653,46.4279,0.377397
dog,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,0.451961,0.00836048,1.41599,47.256,0.0612374
horse,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,4.31232,0.053167,1.15412,48.2645,0.165972
airplane,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,4.95275,0.0264104,1.30928,47.7948,0.14591
car,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,8.28272,0.107231,1.27233,47.3919,0.369887
ship,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,1.97319,0.0148495,1.43774,47.5598,0.134709
truck,MIX-LOGN,SAT30,10000.0,2,L-ISOTRON,9.94487,0.155958,1.17934,47.4533,0.339287
cat,MIX-LOGN,SAT30,10000.0,2,MLE-OR,9.57476,0.181152,1.11236,35.408,0.472869
deer,MIX-LOGN,SAT30,10000.0,2,MLE-OR,12.7263,0.202938,0.752663,29.4638,0.743115
dog,MIX-LOGN,SAT30,10000.0,2,MLE-OR,3.26352,0.0233605,1.33271,37.8331,0.156018
horse,MIX-LOGN,SAT30,10000.0,2,MLE-OR,7.47876,0.147189,1.01699,35.9288,0.439693
airplane,MIX-LOGN,SAT30,10000.0,2,MLE-OR,7.93007,0.0615049,1.23842,36.812,0.362942
car,MIX-LOGN,SAT30,10000.0,2,MLE-OR,12.2081,0.290433,0.966932,29.7139,0.744266
ship,MIX-LOGN,SAT30,10000.0,2,MLE-OR,5.07925,0.0480092,1.33339,36.1022,0.374682
truck,MIX-LOGN,SAT30,10000.0,2,MLE-OR,13.4403,0.355466,0.81518,31.8108,0.684186
cat,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,7.62945,0.0948308,1.20385,43.2378,0.270315
deer,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,10.6382,0.133916,0.93978,38.8219,0.535826
dog,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,1.6371,0.0118642,1.33773,43.2655,0.0925325
horse,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,5.66866,0.0852439,1.10344,43.1487,0.251005
airplane,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,6.19632,0.0381269,1.25309,43.3034,0.210816
car,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,9.99176,0.161536,1.15959,39.9027,0.519463
ship,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,3.21091,0.0228396,1.38837,43.1746,0.190876
truck,MIX-LOGN,SAT30,10000.0,2,CLUSTER-WHITEN,11.4988,0.232463,1.02312,40.6269,0.478783
cat,MIX-LOGN,SAT50,10000.0,2,GI,18.4278,0.521033,0.48836,14.5572,0.803502
deer,MIX-LOGN,SAT50,10000.0,2,GI,17.909,0.413091,0.610084,17.7226,0.88251
dog,MIX-LOGN,SAT50,10000.0,2,GI,16.037,0.309749,0.480409,10.1846,0.358785
horse,MIX-LOGN,SAT50,10000.0,2,GI,15.8168,0.339334,0.574141,15.7857,0.72923
airplane,MIX-LOGN,SAT50,10000.0,2,GI,18.2054,0.310693,0.709756,13.0352,0.746135
car,MIX-LOGN,SAT50,10000.0,2,GI,18.0873,0.467329,0.591005,16.3629,0.904708
ship,MIX-LOGN,SAT50,10000.0,2,GI,16.8079,0.326112,0.685538,10.814,0.806543
truck,MIX-LOGN,SAT50,10000.0,2,GI,16.7209,0.38852,0.479358,23.3289,0.796973
cat,MIX-LOGN,SAT50,10000.0,2,DGI,6.43556,0.000108782,0.787406,90,0
deer,MIX-LOGN,SAT50,10000.0,2,DGI,2.06772,0.0320221,0.605792,46.4552,0.732225
dog,MIX-LOGN,SAT50,10000.0,2,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,MIX-LOGN,SAT50,10000.0,2,DGI,4.51142,0.00012947,0.785998,90,0
airplane,MIX-LOGN,SAT50,10000.0,2,DGI,5.30174,0.00018155,0.923959,90,0
car,MIX-LOGN,SAT50,10000.0,2,DGI,-0.0944122,0.169069,0.407739,56.5476,0.53751
ship,MIX-LOGN,SAT50,10000.0,2,DGI,2.29849,6.41215e-05,1.00747,90,0
truck,MIX-LOGN,SAT50,10000.0,2,DGI,-1.55059,0.031595,0.531436,66.1564,0.379661
cat,MIX-LOGN,SAT50,10000.0,2,CORR,18.4229,0.528555,0.453301,14.5683,0.802546
deer,MIX-LOGN,SAT50,10000.0,2,CORR,17.8957,0.404884,0.594734,17.7507,0.882122
dog,MIX-LOGN,SAT50,10000.0,2,CORR,16.0852,0.306596,0.465185,10.1258,0.375733
horse,MIX-LOGN,SAT50,10000.0,2,CORR,15.7607,0.338823,0.548198,15.8899,0.725419
airplane,MIX-LOGN,SAT50,10000.0,2,CORR,18.0006,0.272746,0.685485,13.3544,0.730953
car,MIX-LOGN,SAT50,10000.0,2,CORR,18.0478,0.450731,0.537781,16.4415,0.90373
ship,MIX-LOGN,SAT50,10000.0,2,CORR,16.7512,0.310235,0.694971,10.8773,0.80709
truck,MIX-LOGN,SAT50,10000.0,2,CORR,16.6883,0.38778,0.442655,23.425,0.79501
cat,MIX-LOGN,SAT50,10000.0,2,SIR-10,4.94427,0.0346485,1.26525,53.5653,0.100486
deer,MIX-LOGN,SAT50,10000.0,2,SIR-10,7.13462,0.035552,1.07581,55.3265,0.18655
dog,MIX-LOGN,SAT50,10000.0,2,SIR-10,-0.709314,0.00603158,1.41401,51.1046,0.0409331
horse,MIX-LOGN,SAT50,10000.0,2,SIR-10,3.01795,0.0254918,1.21064,52.9463,0.10931
airplane,MIX-LOGN,SAT50,10000.0,2,SIR-10,3.78525,0.018708,1.28107,52.0585,0.0870685
car,MIX-LOGN,SAT50,10000.0,2,SIR-10,6.67879,0.046629,1.21932,55.8626,0.180867
ship,MIX-LOGN,SAT50,10000.0,2,SIR-10,0.823152,0.00496562,1.41516,51.697,0.0815895
truck,MIX-LOGN,SAT50,10000.0,2,SIR-10,8.26007,0.0876349,1.27025,55.4189,0.180559
cat,MIX-LOGN,SAT50,10000.0,2,SIR-20,5.18366,0.0351161,1.26176,52.786,0.104352
deer,MIX-LOGN,SAT50,10000.0,2,SIR-20,7.28793,0.0399024,1.04714,54.5634,0.202021
dog,MIX-LOGN,SAT50,10000.0,2,SIR-20,-0.543953,0.00564306,1.4167,50.5749,0.0407948
horse,MIX-LOGN,SAT50,10000.0,2,SIR-20,3.10322,0.0265386,1.18766,52.5877,0.116676
airplane,MIX-LOGN,SAT50,10000.0,2,SIR-20,3.84705,0.0168652,1.28729,51.8462,0.0889404
car,MIX-LOGN,SAT50,10000.0,2,SIR-20,6.84813,0.0549483,1.23359,55.0238,0.19743
ship,MIX-LOGN,SAT50,10000.0,2,SIR-20,0.914212,0.00432334,1.42119,51.4185,0.081035
truck,MIX-LOGN,SAT50,10000.0,2,SIR-20,8.44286,0.0928322,1.27858,54.5362,0.197755
cat,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,5.23196,0.0362314,1.26437,52.6334,0.104765
deer,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,7.4287,0.0446948,1.0271,53.7907,0.219713
dog,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,-0.45101,0.00529598,1.42451,50.277,0.0405453
horse,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,3.21278,0.0265627,1.19106,52.1827,0.122109
airplane,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,3.97744,0.0171376,1.29639,51.3873,0.0938334
car,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,6.94091,0.0574306,1.24781,54.584,0.20567
ship,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,0.963912,0.00511969,1.43356,51.26,0.0813253
truck,MIX-LOGN,SAT50,10000.0,2,WHITEN-LW,8.503,0.0981552,1.2941,54.1832,0.2064
cat,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,3.41698,0.000319023,0.634297,59.6687,-0.00151183
deer,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,5.10517,-0.00131521,0.51532,65.9355,-0.0286862
dog,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,-2.27298,-0.000304973,1.10792,56.1827,0.00565263
horse,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,1.40288,-0.00404032,0.759462,60.0945,-0.0498085
airplane,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,2.22832,-0.00291326,0.80047,57.8593,-0.00163515
car,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,4.97468,0.00402881,0.720732,63.9019,0.0388536
ship,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,-0.734945,0.00487475,1.02724,56.9549,0.0366596
truck,MIX-LOGN,SAT50,10000.0,2,WHITEN-OR,6.50965,-0.00366377,0.530728,63.9708,0.0195271
cat,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,3.46826,0.00371316,1.16171,59.4353,0.00370199
deer,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,5.3205,0.000657522,1.00317,64.6257,0.00114147
dog,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,-2.28007,-0.000174688,1.28103,56.316,-0.0147865
horse,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,1.5792,0.00375386,1.13948,59.2932,-0.0314003
airplane,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,2.21896,0.00730127,1.17265,57.422,0.0354
car,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,4.94888,-0.00301143,1.15583,64.7301,0.00717146
ship,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,-0.915806,0.000380681,1.35507,57.655,0.0229321
truck,MIX-LOGN,SAT50,10000.0,2,SCORE-OR,6.55176,0.00576133,1.14341,63.7429,0.0242236
cat,MIX-LOGN,SAT50,10000.0,2,RANKG,18.2909,0.513545,0.516995,14.7944,0.796233
deer,MIX-LOGN,SAT50,10000.0,2,RANKG,17.8056,0.407823,0.647564,17.9418,0.879497
dog,MIX-LOGN,SAT50,10000.0,2,RANKG,16.0063,0.319161,0.486685,10.2204,0.355445
horse,MIX-LOGN,SAT50,10000.0,2,RANKG,15.7387,0.326601,0.57257,15.9321,0.723414
airplane,MIX-LOGN,SAT50,10000.0,2,RANKG,18.0805,0.310825,0.719624,13.2288,0.737064
car,MIX-LOGN,SAT50,10000.0,2,RANKG,18.0174,0.454564,0.607296,16.4982,0.903101
ship,MIX-LOGN,SAT50,10000.0,2,RANKG,16.7823,0.327695,0.705969,10.8486,0.80435
truck,MIX-LOGN,SAT50,10000.0,2,RANKG,16.628,0.376782,0.509543,23.5944,0.79222
cat,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,5.23189,0.0362304,1.26437,52.6337,0.104761
deer,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,7.4287,0.0446948,1.0271,53.7907,0.219713
dog,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,-0.45101,0.00529598,1.42451,50.277,0.0405453
horse,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,3.21271,0.0265618,1.19106,52.1829,0.122107
airplane,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,3.97736,0.017138,1.29639,51.3876,0.0938302
car,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,6.94091,0.0574306,1.24781,54.584,0.20567
ship,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,0.963912,0.00511969,1.43356,51.26,0.0813253
truck,MIX-LOGN,SAT50,10000.0,2,L-ISOTRON,8.50294,0.0981531,1.2941,54.1834,0.206398
