image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
horse,GAM4,DT30,10000.0,1,SIR-20,22.18492437169465,0.9082717913161231,nan,7.033679291680427,0.9375361620803656
airplane,GAM4,DT30,10000.0,1,SIR-20,22.979278794123857,0.8391964536614374,nan,6.761556663337913,0.9218951885852282
car,GAM4,DT30,10000.0,1,SIR-20,25.93143285286406,0.9777842875507221,nan,6.21627697106657,0.9844560260591562
ship,GAM4,DT30,10000.0,1,SIR-20,20.823578140223375,0.8115662539427126,nan,6.7648071592855405,0.9244841793214417
truck,GAM4,DT30,10000.0,1,SIR-20,25.332124590121005,0.9514151795588169,nan,6.415543771515902,0.979878445397559
cat,GAM4,DT30,10000.0,1,L-ISOTRON,24.12706714503979,0.938166716465041,nan,6.77539189521115,0.9455293602127801
deer,GAM4,DT30,10000.0,1,L-ISOTRON,26.36615678994765,0.8733846266927876,nan,6.747722695036668,0.9813865815161472
dog,GAM4,DT30,10000.0,1,L-ISOTRON,19.505950764476257,0.6709849322736997,nan,6.645258038606739,0.7280446792563321
horse,GAM4,DT30,10000.0,1,L-ISOTRON,22.445896681431805,0.9115839832529137,nan,6.829599698256476,0.9405596831998961
airplane,GAM4,DT30,10000.0,1,L-ISOTRON,22.885896523551608,0.8361353667660015,nan,6.8339638488444505,0.920392675065642
car,GAM4,DT30,10000.0,1,L-ISOTRON,26.05248142098509,0.9782100961017215,nan,6.1299679882462295,0.9848858593551472
ship,GAM4,DT30,10000.0,1,L-ISOTRON,20.86098736834137,0.812863157024169,nan,6.736820170560224,0.9248621301838909
truck,GAM4,DT30,10000.0,1,L-ISOTRON,25.508731362896633,0.9527447619904591,nan,6.28677500843947,0.9806704846622302
cat,GAM4,DT30,10000.0,1,GI,24.099967343523442,0.9378018011355418,nan,6.7964674154152735,0.9452034731728143
deer,GAM4,DT30,10000.0,1,GI,26.338241175279297,0.8727351675976012,nan,6.769422111256945,0.9812672556403396
dog,GAM4,DT30,10000.0,1,GI,19.478322256235035,0.6697009193102125,nan,6.666223458979024,0.7270110473166023
horse,GAM4,DT30,10000.0,1,GI,22.417575041804426,0.9110605594930504,nan,6.851737891120612,0.9401985864647986
airplane,GAM4,DT30,10000.0,1,GI,23.165593322908112,0.8430582668768202,nan,6.622587140619827,0.9239849324742908
car,GAM4,DT30,10000.0,1,GI,26.02342182443472,0.9780678360338233,nan,6.150589665817833,0.984783608157157
ship,GAM4,DT30,10000.0,1,GI,20.833793648447653,0.8120022599451595,nan,6.757767420784672,0.9244380077228721
truck,GAM4,DT30,10000.0,1,GI,25.480614633934753,0.9524507486804663,nan,6.307210400767571,0.9805443149433402
cat,GAM4,DT30,10000.0,1,MLE-OR,32.131057588872466,0.9882718127508278,nan,2.698918825716133,0.9911645181093834
deer,GAM4,DT30,10000.0,1,MLE-OR,33.89484526191748,0.9732740429573795,nan,2.834652997920901,0.9967124664739803
dog,GAM4,DT30,10000.0,1,MLE-OR,28.017288643158317,0.9183077948327625,nan,2.5052028424529182,0.938982827134373
