side,image,arm,rho_bar,nu,seed,PSNR_rad,lam_tv,runtime_s
16,s4_16_chirp,EXACT-TV,0.6,100,1,9.2326,0.972888,0.21
16,s4_16_chirp,RQL,0.6,100,2,9.2331,0.988549,0.09
16,s4_16_chirp,EXACT-TV,0.6,100,2,9.2339,0.985861,0.26
16,s4_16_chirp,RQL,0.6,500,0,9.2535,2.204757,0.14
16,s4_16_chirp,EXACT-TV,0.6,500,0,9.233,2.203551,0.35
16,s4_16_chirp,RQL,0.6,500,1,9.2356,2.175745,0.14
16,s4_16_chirp,EXACT-TV,0.6,500,1,9.2382,2.174556,0.37
16,s4_16_chirp,RQL,0.6,500,2,9.2314,2.204757,0.18
16,s4_16_chirp,EXACT-TV,0.6,500,2,9.2314,2.203551,0.3
16,s4_16_chirp,RQL,0.6,2000,0,9.4414,4.40737,0.23
16,s4_16_chirp,EXACT-TV,0.6,2000,0,9.3071,4.406767,0.44
16,s4_16_chirp,RQL,0.6,2000,1,9.5163,4.349376,0.2
16,s4_16_chirp,EXACT-TV,0.6,2000,1,9.3867,4.348781,0.65
16,s4_16_chirp,RQL,0.6,2000,2,9.383,4.40737,0.5
16,s4_16_chirp,EXACT-TV,0.6,2000,2,9.3595,4.406767,0.78
16,s4_16_chirp,RQL,1.0,20,0,9.2283,0.520885,0.21
16,s4_16_chirp,EXACT-TV,1.0,20,0,9.2352,0.509497,0.18
16,s4_16_chirp,RQL,1.0,20,1,9.2319,0.514031,0.1
16,s4_16_chirp,EXACT-TV,1.0,20,1,9.2382,0.502793,0.15
16,s4_16_chirp,RQL,1.0,20,2,9.2159,0.520885,0.09
16,s4_16_chirp,EXACT-TV,1.0,20,2,9.226,0.509497,0.18
16,s4_16_chirp,RQL,1.0,100,0,9.234,1.143232,0.17
16,s4_16_chirp,EXACT-TV,1.0,100,0,9.232,1.138042,0.21
16,s4_16_chirp,RQL,1.0,100,1,9.2318,1.128189,0.14
16,s4_16_chirp,EXACT-TV,1.0,100,1,9.2332,1.123068,0.23
16,s4_16_chirp,RQL,1.0,100,2,9.2245,1.143232,0.14
16,s4_16_chirp,EXACT-TV,1.0,100,2,9.2299,1.138042,0.17
16,s4_16_chirp,RQL,1.0,500,0,9.2294,2.546621,0.16
16,s4_16_chirp,EXACT-TV,1.0,500,0,9.2295,2.544291,0.27
16,s4_16_chirp,RQL,1.0,500,1,9.2241,2.513111,0.15
16,s4_16_chirp,EXACT-TV,1.0,500,1,9.2243,2.510812,0.22
16,s4_16_chirp,RQL,1.0,500,2,9.3044,2.546621,0.17
16,s4_16_chirp,EXACT-TV,1.0,500,2,9.2483,2.544291,0.28
16,s4_16_chirp,RQL,1.0,2000,0,9.4262,5.089586,0.19
16,s4_16_chirp,EXACT-TV,1.0,2000,0,9.3543,5.088421,0.41
16,s4_16_chirp,RQL,1.0,2000,1,9.6083,5.022615,0.32
16,s4_16_chirp,EXACT-TV,1.0,2000,1,9.5383,5.021465,0.43
16,s4_16_chirp,RQL,1.0,2000,2,9.4603,5.089586,0.17
16,s4_16_chirp,EXACT-TV,1.0,2000,2,9.3846,5.088421,0.39
16,s4_16_chirp,RQL,2.0,20,0,9.2134,0.611546,0.09
16,s4_16_chirp,EXACT-TV,2.0,20,0,9.2299,0.583347,0.19
16,s4_16_chirp,RQL,2.0,20,1,9.2535,0.603499,0.08
16,s4_16_chirp,EXACT-TV,2.0,20,1,9.2339,0.575671,0.19
16,s4_16_chirp,RQL,2.0,20,2,9.2288,0.611546,0.06
16,s4_16_chirp,EXACT-TV,2.0,20,2,9.2314,0.583347,0.15
16,s4_16_chirp,RQL,2.0,100,0,9.2418,1.324714,0.11
16,s4_16_chirp,EXACT-TV,2.0,100,0,9.1766,1.311685,0.05
16,s4_16_chirp,RQL,2.0,100,1,9.2172,1.307283,0.1
16,s4_16_chirp,EXACT-TV,2.0,100,1,9.2346,1.294425,0.14
16,s4_16_chirp,RQL,2.0,100,2,9.2369,1.324714,0.13
16,s4_16_chirp,EXACT-TV,2.0,100,2,9.2345,1.311685,0.13
16,s4_16_chirp,RQL,2.0,500,0,9.2401,2.942663,0.21
16,s4_16_chirp,EXACT-TV,2.0,500,0,9.2545,2.936797,0.35
16,s4_16_chirp,RQL,2.0,500,1,9.2491,2.903942,0.18
16,s4_16_chirp,EXACT-TV,2.0,500,1,9.2359,2.898153,0.28
16,s4_16_chirp,RQL,2.0,500,2,9.318,2.942663,0.18
16,s4_16_chirp,EXACT-TV,2.0,500,2,9.2807,2.936797,0.33
16,s4_16_chirp,RQL,2.0,2000,0,9.4665,5.877988,0.18
16,s4_16_chirp,EXACT-TV,2.0,2000,0,9.4066,5.875052,0.33
16,s4_16_chirp,RQL,2.0,2000,1,9.6048,5.800643,0.13
16,s4_16_chirp,EXACT-TV,2.0,2000,1,9.5785,5.797745,0.52
16,s4_16_chirp,RQL,2.0,2000,2,9.408,5.877988,0.16
16,s4_16_chirp,EXACT-TV,2.0,2000,2,9.3705,5.875052,0.35
16,s4_16_contour,RQL,0.03,20,0,8.6832,0.122945,0.06
16,s4_16_contour,EXACT-TV,0.03,20,0,8.6837,0.122854,0.09
16,s4_16_contour,RQL,0.03,20,1,8.6727,0.121328,0.05
16,s4_16_contour,EXACT-TV,0.03,20,1,8.6723,0.121238,0.11
16,s4_16_contour,RQL,0.03,20,2,8.6891,0.122945,0.07
16,s4_16_contour,EXACT-TV,0.03,20,2,8.6889,0.122854,0.1
16,s4_16_contour,RQL,0.03,100,0,8.6875,0.274673,0.08
16,s4_16_contour,EXACT-TV,0.03,100,0,8.6874,0.274632,0.13
16,s4_16_contour,RQL,0.03,100,1,8.6906,0.271059,0.07
16,s4_16_contour,EXACT-TV,0.03,100,1,8.6906,0.271018,0.12
16,s4_16_contour,RQL,0.03,100,2,8.673,0.274673,0.1
16,s4_16_contour,EXACT-TV,0.03,100,2,8.673,0.274632,0.13
16,s4_16_contour,RQL,0.03,500,0,8.6903,0.614079,0.09
16,s4_16_contour,EXACT-TV,0.03,500,0,8.6903,0.614061,0.17
16,s4_16_contour,RQL,0.03,500,1,8.9283,0.605999,0.07
16,s4_16_contour,EXACT-TV,0.03,500,1,8.6861,0.605981,0.21
16,s4_16_contour,RQL,0.03,500,2,8.6906,0.614079,0.11
16,s4_16_contour,EXACT-TV,0.03,500,2,8.6906,0.614061,0.17
16,s4_16_contour,RQL,0.03,2000,0,8.687,1.228118,0.12
16,s4_16_contour,EXACT-TV,0.03,2000,0,8.687,1.228109,0.2
16,s4_16_contour,RQL,0.03,2000,1,9.0556,1.211958,0.09
16,s4_16_contour,EXACT-TV,0.03,2000,1,8.6913,1.211949,0.25
16,s4_16_contour,RQL,0.03,2000,2,8.6904,1.228118,0.14
16,s4_16_contour,EXACT-TV,0.03,2000,2,8.6904,1.228109,0.33
16,s4_16_contour,RQL,0.1,20,0,8.7021,0.217724,0.07
16,s4_16_contour,EXACT-TV,0.1,20,0,8.702,0.217199,0.15
16,s4_16_contour,RQL,0.1,20,1,8.6812,0.214859,0.08
16,s4_16_contour,EXACT-TV,0.1,20,1,8.6839,0.214341,0.14
16,s4_16_contour,RQL,0.1,20,2,8.6852,0.217724,0.08
16,s4_16_contour,EXACT-TV,0.1,20,2,8.684,0.217199,0.16
16,s4_16_contour,RQL,0.1,100,0,8.6732,0.485495,0.09
16,s4_16_contour,EXACT-TV,0.1,100,0,8.6735,0.48526,0.18
16,s4_16_contour,RQL,0.1,100,1,8.6926,0.479107,0.07
16,s4_16_contour,EXACT-TV,0.1,100,1,8.7189,0.478874,0.16
16,s4_16_contour,RQL,0.1,100,2,8.6865,0.485495,0.15
16,s4_16_contour,EXACT-TV,0.1,100,2,8.6865,0.48526,0.25
16,s4_16_contour,RQL,0.1,500,0,8.689,1.084995,0.1
16,s4_16_contour,EXACT-TV,0.1,500,0,8.689,1.08489,0.17
16,s4_16_contour,RQL,0.1,500,1,8.7286,1.070718,0.11
16,s4_16_contour,EXACT-TV,0.1,500,1,8.6926,1.070614,0.27
16,s4_16_contour,RQL,0.1,500,2,8.6994,1.084995,0.13
16,s4_16_contour,EXACT-TV,0.1,500,2,8.6994,1.08489,0.23
16,s4_16_contour,RQL,0.1,2000,0,9.576,2.169763,0.14
16,s4_16_contour,EXACT-TV,0.1,2000,0,9.576,2.16971,0.34
16,s4_16_contour,RQL,0.1,2000,1,8.9474,2.141212,0.18
16,s4_16_contour,EXACT-TV,0.1,2000,1,8.9474,2.14116,0.31
16,s4_16_contour,RQL,0.1,2000,2,9.3358,2.169763,0.24
16,s4_16_contour,EXACT-TV,0.1,2000,2,9.3357,2.16971,0.38
16,s4_16_contour,RQL,0.3,20,0,8.6874,0.348878,0.08
16,s4_16_contour,EXACT-TV,0.3,20,0,8.6873,0.346477,0.15
16,s4_16_contour,RQL,0.3,20,1,8.6895,0.344287,0.09
16,s4_16_contour,EXACT-TV,0.3,20,1,8.686,0.341918,0.15
16,s4_16_contour,RQL,0.3,20,2,8.6861,0.348878,0.12
16,s4_16_contour,EXACT-TV,0.3,20,2,8.7333,0.346477,0.11
16,s4_16_contour,RQL,0.3,100,0,8.6854,0.774411,0.12
16,s4_16_contour,EXACT-TV,0.3,100,0,8.685,0.773329,0.2
16,s4_16_contour,RQL,0.3,100,1,8.6914,0.764221,0.12
16,s4_16_contour,EXACT-TV,0.3,100,1,8.6929,0.763153,0.23
16,s4_16_contour,RQL,0.3,100,2,8.6911,0.774411,0.07
16,s4_16_contour,EXACT-TV,0.3,100,2,8.6914,0.773329,0.2
16,s4_16_contour,RQL,0.3,500,0,9.0179,1.729074,0.15
16,s4_16_contour,EXACT-TV,0.3,500,0,9.0181,1.728589,0.22
16,s4_16_contour,RQL,0.3,500,1,9.1358,1.706322,0.13
16,s4_16_contour,EXACT-TV,0.3,500,1,9.136,1.705844,0.21
16,s4_16_contour,RQL,0.3,500,2,9.0428,1.729074,0.17
16,s4_16_contour,EXACT-TV,0.3,500,2,9.0427,1.728589,0.27
16,s4_16_contour,RQL,0.3,2000,0,9.6899,3.457186,0.18
16,s4_16_contour,EXACT-TV,0.3,2000,0,9.6187,3.456943,0.38
16,s4_16_contour,RQL,0.3,2000,1,9.9744,3.411694,0.13
16,s4_16_contour,EXACT-TV,0.3,2000,1,9.8329,3.411455,0.38
16,s4_16_contour,RQL,0.3,2000,2,9.7158,3.457186,0.21
16,s4_16_contour,EXACT-TV,0.3,2000,2,9.7096,3.456943,0.36
16,s4_16_contour,RQL,0.6,20,0,8.6893,0.447756,0.11
16,s4_16_contour,EXACT-TV,0.6,20,0,8.6849,0.44182,0.18
16,s4_16_contour,RQL,0.6,20,1,8.6763,0.441864,0.06
16,s4_16_contour,EXACT-TV,0.6,20,1,8.6756,0.436007,0.13
16,s4_16_contour,RQL,0.6,20,2,8.689,0.447756,0.09
16,s4_16_contour,EXACT-TV,0.6,20,2,8.8349,0.44182,0.16
16,s4_16_contour,RQL,0.6,100,0,8.6914,0.988549,0.11
16,s4_16_contour,EXACT-TV,0.6,100,0,8.8256,0.985861,0.21
16,s4_16_contour,RQL,0.6,100,1,8.6898,0.975541,0.13
16,s4_16_contour,EXACT-TV,0.6,100,1,8.6886,0.972888,0.23
16,s4_16_contour,RQL,0.6,100,2,8.824,0.988549,0.14
16,s4_16_contour,EXACT-TV,0.6,100,2,8.8298,0.985861,0.24
16,s4_16_contour,RQL,0.6,500,0,8.8749,2.204757,0.18
16,s4_16_contour,EXACT-TV,0.6,500,0,8.8883,2.203551,0.33
16,s4_16_contour,RQL,0.6,500,1,9.3611,2.175745,0.2
16,s4_16_contour,EXACT-TV,0.6,500,1,9.3325,2.174556,0.39
16,s4_16_contour,RQL,0.6,500,2,9.3354,2.204757,0.26
16,s4_16_contour,EXACT-TV,0.6,500,2,9.3349,2.203551,0.33
16,s4_16_contour,RQL,0.6,2000,0,10.4284,4.40737,0.21
16,s4_16_contour,EXACT-TV,0.6,2000,0,10.1588,4.406767,0.48
16,s4_16_contour,RQL,0.6,2000,1,10.1744,4.349376,0.27
16,s4_16_contour,EXACT-TV,0.6,2000,1,9.9992,4.348781,0.51
16,s4_16_contour,RQL,0.6,2000,2,10.3533,4.40737,0.2
16,s4_16_contour,EXACT-TV,0.6,2000,2,10.0967,4.406767,0.46
16,s4_16_contour,RQL,1.0,20,0,8.681,0.520885,0.08
16,s4_16_contour,EXACT-TV,1.0,20,0,8.6813,0.509497,0.16
16,s4_16_contour,RQL,1.0,20,1,8.6844,0.514031,0.06
16,s4_16_contour,EXACT-TV,1.0,20,1,8.6973,0.502793,0.14
16,s4_16_contour,RQL,1.0,20,2,8.6749,0.520885,0.11
16,s4_16_contour,EXACT-TV,1.0,20,2,8.6847,0.509497,0.14
16,s4_16_contour,RQL,1.0,100,0,8.6883,1.143232,0.14
16,s4_16_contour,EXACT-TV,1.0,100,0,8.6882,1.138042,0.19
16,s4_16_contour,RQL,1.0,100,1,8.6976,1.128189,0.13
16,s4_16_contour,EXACT-TV,1.0,100,1,8.6908,1.123068,0.23
16,s4_16_contour,RQL,1.0,100,2,9.0846,1.143232,0.12
16,s4_16_contour,EXACT-TV,1.0,100,2,9.1245,1.138042,0.2
16,s4_16_contour,RQL,1.0,500,0,9.4071,2.546621,0.13
16,s4_16_contour,EXACT-TV,1.0,500,0,9.422,2.544291,0.26
16,s4_16_contour,RQL,1.0,500,1,8.891,2.513111,0.18
16,s4_16_contour,EXACT-TV,1.0,500,1,8.8913,2.510812,0.29
16,s4_16_contour,RQL,1.0,500,2,9.6468,2.546621,0.24
16,s4_16_contour,EXACT-TV,1.0,500,2,9.6028,2.544291,0.4
16,s4_16_contour,RQL,1.0,2000,0,10.3022,5.089586,0.2
16,s4_16_contour,EXACT-TV,1.0,2000,0,10.2296,5.088421,0.37
16,s4_16_contour,RQL,1.0,2000,1,10.5089,5.022615,0.2
16,s4_16_contour,EXACT-TV,1.0,2000,1,10.5065,5.021465,0.34
16,s4_16_contour,RQL,1.0,2000,2,10.5367,5.089586,0.15
16,s4_16_contour,EXACT-TV,1.0,2000,2,10.3684,5.088421,0.44
16,s4_16_contour,RQL,2.0,20,0,8.6827,0.611546,0.1
16,s4_16_contour,EXACT-TV,2.0,20,0,8.7032,0.583347,0.22
16,s4_16_contour,RQL,2.0,20,1,8.6661,0.603499,0.1
16,s4_16_contour,EXACT-TV,2.0,20,1,8.6866,0.575671,0.19
16,s4_16_contour,RQL,2.0,20,2,8.6821,0.611546,0.1
16,s4_16_contour,EXACT-TV,2.0,20,2,8.6873,0.583347,0.18
16,s4_16_contour,RQL,2.0,100,0,8.6908,1.324714,0.17
16,s4_16_contour,EXACT-TV,2.0,100,0,8.6893,1.311685,0.14
16,s4_16_contour,RQL,2.0,100,1,8.687,1.307283,0.11
16,s4_16_contour,EXACT-TV,2.0,100,1,8.6897,1.294425,0.19
16,s4_16_contour,RQL,2.0,100,2,9.2074,1.324714,0.11
16,s4_16_contour,EXACT-TV,2.0,100,2,8.7975,1.311685,0.29
16,s4_16_contour,RQL,2.0,500,0,9.3057,2.942663,0.16
16,s4_16_contour,EXACT-TV,2.0,500,0,9.3047,2.936797,0.24
16,s4_16_contour,RQL,2.0,500,1,9.4392,2.903942,0.12
16,s4_16_contour,EXACT-TV,2.0,500,1,9.3325,2.898153,0.38
16,s4_16_contour,RQL,2.0,500,2,9.4988,2.942663,0.15
16,s4_16_contour,EXACT-TV,2.0,500,2,9.4233,2.936797,0.39
16,s4_16_contour,RQL,2.0,2000,0,11.0453,5.877988,0.17
16,s4_16_contour,EXACT-TV,2.0,2000,0,11.1077,5.875052,0.57
16,s4_16_contour,RQL,2.0,2000,1,10.7042,5.800643,0.15
16,s4_16_contour,EXACT-TV,2.0,2000,1,10.6777,5.797745,0.53
16,s4_16_contour,RQL,2.0,2000,2,10.6557,5.877988,0.17
16,s4_16_contour,EXACT-TV,2.0,2000,2,10.4223,5.875052,0.38
16,s4_16_glyph,RQL,0.03,20,0,10.6472,0.122945,0.06
16,s4_16_glyph,EXACT-TV,0.03,20,0,10.6476,0.122854,0.08
16,s4_16_glyph,RQL,0.03,20,1,10.6502,0.121328,0.07
16,s4_16_glyph,EXACT-TV,0.03,20,1,10.6496,0.121238,0.11
16,s4_16_glyph,RQL,0.03,20,2,10.6512,0.122945,0.1
16,s4_16_glyph,EXACT-TV,0.03,20,2,10.651,0.122854,0.12
16,s4_16_glyph,RQL,0.03,100,0,10.6538,0.274673,0.1
16,s4_16_glyph,EXACT-TV,0.03,100,0,10.6538,0.274632,0.15
16,s4_16_glyph,RQL,0.03,100,1,10.6448,0.271059,0.1
16,s4_16_glyph,EXACT-TV,0.03,100,1,10.6449,0.271018,0.13
16,s4_16_glyph,RQL,0.03,100,2,10.6467,0.274673,0.09
16,s4_16_glyph,EXACT-TV,0.03,100,2,10.6467,0.274632,0.16
16,s4_16_glyph,RQL,0.03,500,0,10.6572,0.614079,0.1
16,s4_16_glyph,EXACT-TV,0.03,500,0,10.6573,0.614061,0.15
16,s4_16_glyph,RQL,0.03,500,1,10.6483,0.605999,0.09
16,s4_16_glyph,EXACT-TV,0.03,500,1,10.6484,0.605981,0.15
16,s4_16_glyph,RQL,0.03,500,2,10.6547,0.614079,0.1
16,s4_16_glyph,EXACT-TV,0.03,500,2,10.6547,0.614061,0.15
16,s4_16_glyph,RQL,0.03,2000,0,10.6559,1.228118,0.1
16,s4_16_glyph,EXACT-TV,0.03,2000,0,10.6559,1.228109,0.16
16,s4_16_glyph,RQL,0.03,2000,1,10.6563,1.211958,0.08
16,s4_16_glyph,EXACT-TV,0.03,2000,1,10.6563,1.211949,0.13
16,s4_16_glyph,RQL,0.03,2000,2,10.6557,1.228118,0.11
16,s4_16_glyph,EXACT-TV,0.03,2000,2,10.6557,1.228109,0.2
16,s4_16_glyph,RQL,0.1,20,0,10.1243,0.217724,0.08
16,s4_16_glyph,EXACT-TV,0.1,20,0,10.6571,0.217199,0.13
16,s4_16_glyph,RQL,0.1,20,1,10.6543,0.214859,0.07
16,s4_16_glyph,EXACT-TV,0.1,20,1,10.6547,0.214341,0.08
16,s4_16_glyph,RQL,0.1,20,2,10.6509,0.217724,0.1
16,s4_16_glyph,EXACT-TV,0.1,20,2,10.6434,0.217199,0.13
16,s4_16_glyph,RQL,0.1,100,0,10.6419,0.485495,0.07
16,s4_16_glyph,EXACT-TV,0.1,100,0,10.6419,0.48526,0.18
16,s4_16_glyph,RQL,0.1,100,1,10.6565,0.479107,0.06
16,s4_16_glyph,EXACT-TV,0.1,100,1,10.6564,0.478874,0.16
16,s4_16_glyph,RQL,0.1,100,2,10.6553,0.485495,0.07
16,s4_16_glyph,EXACT-TV,0.1,100,2,10.6553,0.48526,0.14
16,s4_16_glyph,RQL,0.1,500,0,10.655,1.084995,0.07
16,s4_16_glyph,EXACT-TV,0.1,500,0,10.6551,1.08489,0.16
16,s4_16_glyph,RQL,0.1,500,1,10.6553,1.070718,0.1
16,s4_16_glyph,EXACT-TV,0.1,500,1,10.6555,1.070614,0.19
16,s4_16_glyph,RQL,0.1,500,2,10.6561,1.084995,0.1
16,s4_16_glyph,EXACT-TV,0.1,500,2,10.6561,1.08489,0.17
16,s4_16_glyph,RQL,0.1,2000,0,10.6557,2.169763,0.2
16,s4_16_glyph,EXACT-TV,0.1,2000,0,10.6557,2.16971,0.31
16,s4_16_glyph,RQL,0.1,2000,1,10.656,2.141212,0.2
16,s4_16_glyph,EXACT-TV,0.1,2000,1,10.656,2.14116,0.3
16,s4_16_glyph,RQL,0.1,2000,2,10.6852,2.169763,0.17
16,s4_16_glyph,EXACT-TV,0.1,2000,2,10.6852,2.16971,0.33
16,s4_16_glyph,RQL,0.3,20,0,10.6528,0.348878,0.1
16,s4_16_glyph,EXACT-TV,0.3,20,0,10.6494,0.346477,0.19
16,s4_16_glyph,RQL,0.3,20,1,10.6571,0.344287,0.08
16,s4_16_glyph,EXACT-TV,0.3,20,1,10.6537,0.341918,0.2
16,s4_16_glyph,RQL,0.3,20,2,10.6536,0.348878,0.1
16,s4_16_glyph,EXACT-TV,0.3,20,2,10.652,0.346477,0.19
16,s4_16_glyph,RQL,0.3,100,0,10.6551,0.774411,0.09
16,s4_16_glyph,EXACT-TV,0.3,100,0,10.6546,0.773329,0.19
16,s4_16_glyph,RQL,0.3,100,1,10.6565,0.764221,0.11
16,s4_16_glyph,EXACT-TV,0.3,100,1,10.6567,0.763153,0.27
16,s4_16_glyph,RQL,0.3,100,2,10.6558,0.774411,0.09
16,s4_16_glyph,EXACT-TV,0.3,100,2,10.6558,0.773329,0.21
16,s4_16_glyph,RQL,0.3,500,0,10.6575,1.729074,0.29
16,s4_16_glyph,EXACT-TV,0.3,500,0,10.6576,1.728589,0.72
16,s4_16_glyph,RQL,0.3,500,1,10.657,1.706322,0.24
16,s4_16_glyph,EXACT-TV,0.3,500,1,10.6569,1.705844,0.27
16,s4_16_glyph,RQL,0.3,500,2,10.7494,1.729074,0.14
16,s4_16_glyph,EXACT-TV,0.3,500,2,10.658,1.728589,0.26
16,s4_16_glyph,RQL,0.3,2000,0,10.7394,3.457186,0.18
16,s4_16_glyph,EXACT-TV,0.3,2000,0,10.7006,3.456943,0.39
16,s4_16_glyph,RQL,0.3,2000,1,10.6923,3.411694,0.19
16,s4_16_glyph,EXACT-TV,0.3,2000,1,10.6923,3.411455,0.33
16,s4_16_glyph,RQL,0.3,2000,2,10.7384,3.457186,0.17
16,s4_16_glyph,EXACT-TV,0.3,2000,2,10.7193,3.456943,0.37
16,s4_16_glyph,RQL,0.6,20,0,10.6544,0.447756,0.14
16,s4_16_glyph,EXACT-TV,0.6,20,0,10.65,0.44182,0.18
16,s4_16_glyph,RQL,0.6,20,1,10.6411,0.441864,0.16
16,s4_16_glyph,EXACT-TV,0.6,20,1,10.6512,0.436007,0.15
16,s4_16_glyph,RQL,0.6,20,2,10.6461,0.447756,0.08
16,s4_16_glyph,EXACT-TV,0.6,20,2,10.6352,0.44182,0.12
16,s4_16_glyph,RQL,0.6,100,0,10.6543,0.988549,0.08
16,s4_16_glyph,EXACT-TV,0.6,100,0,10.6546,0.985861,0.15
16,s4_16_glyph,RQL,0.6,100,1,10.6572,0.975541,0.08
16,s4_16_glyph,EXACT-TV,0.6,100,1,10.6547,0.972888,0.18
16,s4_16_glyph,RQL,0.6,100,2,10.6562,0.988549,0.14
16,s4_16_glyph,EXACT-TV,0.6,100,2,10.6557,0.985861,0.19
16,s4_16_glyph,RQL,0.6,500,0,10.6593,2.204757,0.28
16,s4_16_glyph,EXACT-TV,0.6,500,0,10.6593,2.203551,0.38
16,s4_16_glyph,RQL,0.6,500,1,10.6629,2.175745,0.16
16,s4_16_glyph,EXACT-TV,0.6,500,1,10.6631,2.174556,0.3
16,s4_16_glyph,RQL,0.6,500,2,10.6598,2.204757,0.17
16,s4_16_glyph,EXACT-TV,0.6,500,2,10.6598,2.203551,0.3
16,s4_16_glyph,RQL,0.6,2000,0,11.0448,4.40737,0.17
16,s4_16_glyph,EXACT-TV,0.6,2000,0,10.9905,4.406767,0.51
16,s4_16_glyph,RQL,0.6,2000,1,10.7443,4.349376,0.22
16,s4_16_glyph,EXACT-TV,0.6,2000,1,10.7389,4.348781,0.45
16,s4_16_glyph,RQL,0.6,2000,2,10.9649,4.40737,0.24
16,s4_16_glyph,EXACT-TV,0.6,2000,2,10.7849,4.406767,0.52
16,s4_16_glyph,RQL,1.0,20,0,10.6542,0.520885,0.11
16,s4_16_glyph,EXACT-TV,1.0,20,0,10.6568,0.509497,0.12
16,s4_16_glyph,RQL,1.0,20,1,10.6488,0.514031,0.11
16,s4_16_glyph,EXACT-TV,1.0,20,1,10.6603,0.502793,0.13
16,s4_16_glyph,RQL,1.0,20,2,10.6421,0.520885,0.06
16,s4_16_glyph,EXACT-TV,1.0,20,2,10.6499,0.509497,0.15
16,s4_16_glyph,RQL,1.0,100,0,10.6534,1.143232,0.13
16,s4_16_glyph,EXACT-TV,1.0,100,0,10.6559,1.138042,0.19
16,s4_16_glyph,RQL,1.0,100,1,10.6566,1.128189,0.14
16,s4_16_glyph,EXACT-TV,1.0,100,1,10.6558,1.123068,0.18
16,s4_16_glyph,RQL,1.0,100,2,10.6583,1.143232,0.11
16,s4_16_glyph,EXACT-TV,1.0,100,2,10.66,1.138042,0.16
16,s4_16_glyph,RQL,1.0,500,0,10.7392,2.546621,0.16
16,s4_16_glyph,EXACT-TV,1.0,500,0,10.7391,2.544291,0.28
16,s4_16_glyph,RQL,1.0,500,1,10.6557,2.513111,0.16
16,s4_16_glyph,EXACT-TV,1.0,500,1,10.6563,2.510812,0.29
16,s4_16_glyph,RQL,1.0,500,2,10.671,2.546621,0.18
16,s4_16_glyph,EXACT-TV,1.0,500,2,10.6644,2.544291,0.34
16,s4_16_glyph,RQL,1.0,2000,0,11.05,5.089586,0.23
16,s4_16_glyph,EXACT-TV,1.0,2000,0,10.9328,5.088421,0.39
16,s4_16_glyph,RQL,1.0,2000,1,10.7837,5.022615,0.21
16,s4_16_glyph,EXACT-TV,1.0,2000,1,10.7838,5.021465,0.33
16,s4_16_glyph,RQL,1.0,2000,2,11.152,5.089586,0.18
16,s4_16_glyph,EXACT-TV,1.0,2000,2,11.145,5.088421,0.37
16,s4_16_glyph,RQL,2.0,20,0,10.6448,0.611546,0.1
16,s4_16_glyph,EXACT-TV,2.0,20,0,10.6531,0.583347,0.19
16,s4_16_glyph,RQL,2.0,20,1,10.6287,0.603499,0.07
16,s4_16_glyph,EXACT-TV,2.0,20,1,10.6586,0.575671,0.17
16,s4_16_glyph,RQL,2.0,20,2,10.6586,0.611546,0.06
16,s4_16_glyph,EXACT-TV,2.0,20,2,10.6572,0.583347,0.15
16,s4_16_glyph,RQL,2.0,100,0,10.6554,1.324714,0.11
16,s4_16_glyph,EXACT-TV,2.0,100,0,10.6569,1.311685,0.18
16,s4_16_glyph,RQL,2.0,100,1,10.6587,1.307283,0.09
16,s4_16_glyph,EXACT-TV,2.0,100,1,10.6568,1.294425,0.13
16,s4_16_glyph,RQL,2.0,100,2,10.6601,1.324714,0.1
16,s4_16_glyph,EXACT-TV,2.0,100,2,10.6563,1.311685,0.11
16,s4_16_glyph,RQL,2.0,500,0,10.6645,2.942663,0.17
16,s4_16_glyph,EXACT-TV,2.0,500,0,10.656,2.936797,0.32
16,s4_16_glyph,RQL,2.0,500,1,10.6542,2.903942,0.12
16,s4_16_glyph,EXACT-TV,2.0,500,1,10.6543,2.898153,0.22
16,s4_16_glyph,RQL,2.0,500,2,10.7175,2.942663,0.15
16,s4_16_glyph,EXACT-TV,2.0,500,2,10.7179,2.936797,0.26
16,s4_16_glyph,RQL,2.0,2000,0,11.2799,5.877988,0.16
16,s4_16_glyph,EXACT-TV,2.0,2000,0,11.2093,5.875052,0.54
16,s4_16_glyph,RQL,2.0,2000,1,10.859,5.800643,0.18
16,s4_16_glyph,EXACT-TV,2.0,2000,1,10.8337,5.797745,0.37
16,s4_16_glyph,RQL,2.0,2000,2,11.2477,5.877988,0.16
16,s4_16_glyph,EXACT-TV,2.0,2000,2,11.222,5.875052,0.59
16,s4_16_maze,RQL,0.03,20,0,10.381,0.122945,0.07
16,s4_16_maze,EXACT-TV,0.03,20,0,10.3811,0.122854,0.08
16,s4_16_maze,RQL,0.03,20,1,10.3845,0.121328,0.07
16,s4_16_maze,EXACT-TV,0.03,20,1,10.3838,0.121238,0.11
16,s4_16_maze,RQL,0.03,20,2,10.3841,0.122945,0.07
16,s4_16_maze,EXACT-TV,0.03,20,2,10.3848,0.122854,0.14
16,s4_16_maze,RQL,0.03,100,0,10.381,0.274673,0.08
16,s4_16_maze,EXACT-TV,0.03,100,0,10.381,0.274632,0.14
16,s4_16_maze,RQL,0.03,100,1,10.3863,0.271059,0.08
