side,image,arm,rho_bar,nu,seed,PSNR_rad,lam_tv,runtime_s
16,s4_16_spokes,EXACT-TV,0.6,20,2,10.3472,0.44182,0.33
16,s4_16_spokes,RQL,0.6,100,0,11.4051,0.988549,0.13
16,s4_16_spokes,EXACT-TV,0.6,100,0,10.3505,0.985861,0.84
16,s4_16_spokes,RQL,0.6,100,1,10.3565,0.975541,0.24
16,s4_16_spokes,EXACT-TV,0.6,100,1,10.7595,0.972888,0.53
16,s4_16_spokes,RQL,0.6,100,2,10.3446,0.988549,0.38
16,s4_16_spokes,EXACT-TV,0.6,100,2,10.3445,0.985861,0.82
16,s4_16_spokes,RQL,0.6,500,0,12.2051,2.204757,0.57
16,s4_16_spokes,EXACT-TV,0.6,500,0,12.2037,2.203551,0.93
16,s4_16_spokes,RQL,0.6,500,1,12.1414,2.175745,0.59
16,s4_16_spokes,EXACT-TV,0.6,500,1,12.0067,2.174556,1.33
16,s4_16_spokes,RQL,0.6,500,2,12.1943,2.204757,0.3
16,s4_16_spokes,EXACT-TV,0.6,500,2,12.1938,2.203551,0.6
16,s4_16_spokes,RQL,0.6,2000,0,13.5433,4.40737,0.51
16,s4_16_spokes,EXACT-TV,0.6,2000,0,13.5428,4.406767,0.92
16,s4_16_spokes,RQL,0.6,2000,1,13.2196,4.349376,0.48
16,s4_16_spokes,EXACT-TV,0.6,2000,1,13.3377,4.348781,1.21
16,s4_16_spokes,RQL,0.6,2000,2,14.2074,4.40737,0.62
16,s4_16_spokes,EXACT-TV,0.6,2000,2,14.2214,4.406767,1.2
16,s4_16_spokes,RQL,1.0,20,0,10.3529,0.520885,0.37
16,s4_16_spokes,EXACT-TV,1.0,20,0,10.3688,0.509497,0.54
16,s4_16_spokes,RQL,1.0,20,1,10.3477,0.514031,0.34
16,s4_16_spokes,EXACT-TV,1.0,20,1,10.3733,0.502793,0.53
16,s4_16_spokes,RQL,1.0,20,2,10.34,0.520885,0.2
16,s4_16_spokes,EXACT-TV,1.0,20,2,10.3606,0.509497,0.28
16,s4_16_spokes,RQL,1.0,100,0,11.2515,1.143232,0.47
16,s4_16_spokes,EXACT-TV,1.0,100,0,11.2413,1.138042,0.7
16,s4_16_spokes,RQL,1.0,100,1,11.4525,1.128189,0.23
16,s4_16_spokes,EXACT-TV,1.0,100,1,10.3468,1.123068,0.8
16,s4_16_spokes,RQL,1.0,100,2,11.1405,1.143232,0.33
16,s4_16_spokes,EXACT-TV,1.0,100,2,11.1572,1.138042,0.51
16,s4_16_spokes,RQL,1.0,500,0,12.5932,2.546621,0.17
16,s4_16_spokes,EXACT-TV,1.0,500,0,12.5716,2.544291,0.37
16,s4_16_spokes,RQL,1.0,500,1,12.1111,2.513111,0.17
16,s4_16_spokes,EXACT-TV,1.0,500,1,12.0328,2.510812,0.36
16,s4_16_spokes,RQL,1.0,500,2,12.897,2.546621,0.15
16,s4_16_spokes,EXACT-TV,1.0,500,2,12.8954,2.544291,0.23
16,s4_16_spokes,RQL,1.0,2000,0,13.688,5.089586,0.21
16,s4_16_spokes,EXACT-TV,1.0,2000,0,13.7074,5.088421,0.66
16,s4_16_spokes,RQL,1.0,2000,1,13.7149,5.022615,0.2
16,s4_16_spokes,EXACT-TV,1.0,2000,1,13.87,5.021465,0.39
16,s4_16_spokes,RQL,1.0,2000,2,13.9255,5.089586,0.2
16,s4_16_spokes,EXACT-TV,1.0,2000,2,13.9936,5.088421,0.4
16,s4_16_spokes,RQL,2.0,20,0,10.3396,0.611546,0.12
16,s4_16_spokes,EXACT-TV,2.0,20,0,10.3529,0.583347,0.2
16,s4_16_spokes,RQL,2.0,20,1,10.3399,0.603499,0.11
16,s4_16_spokes,EXACT-TV,2.0,20,1,10.3655,0.575671,0.22
16,s4_16_spokes,RQL,2.0,20,2,10.3311,0.611546,0.08
16,s4_16_spokes,EXACT-TV,2.0,20,2,10.3445,0.583347,0.2
16,s4_16_spokes,RQL,2.0,100,0,11.5106,1.324714,0.17
16,s4_16_spokes,EXACT-TV,2.0,100,0,11.4511,1.311685,0.31
16,s4_16_spokes,RQL,2.0,100,1,10.9115,1.307283,0.18
16,s4_16_spokes,EXACT-TV,2.0,100,1,10.7362,1.294425,0.32
16,s4_16_spokes,RQL,2.0,100,2,11.517,1.324714,0.1
16,s4_16_spokes,EXACT-TV,2.0,100,2,10.5786,1.311685,0.32
16,s4_16_spokes,RQL,2.0,500,0,13.072,2.942663,0.11
16,s4_16_spokes,EXACT-TV,2.0,500,0,13.0592,2.936797,0.21
16,s4_16_spokes,RQL,2.0,500,1,12.6117,2.903942,0.16
16,s4_16_spokes,EXACT-TV,2.0,500,1,12.6852,2.898153,0.35
16,s4_16_spokes,RQL,2.0,500,2,12.7913,2.942663,0.14
16,s4_16_spokes,EXACT-TV,2.0,500,2,13.2631,2.936797,0.37
16,s4_16_spokes,RQL,2.0,2000,0,14.0725,5.877988,0.18
16,s4_16_spokes,EXACT-TV,2.0,2000,0,13.9816,5.875052,0.41
16,s4_16_spokes,RQL,2.0,2000,1,14.1833,5.800643,0.22
16,s4_16_spokes,EXACT-TV,2.0,2000,1,14.308,5.797745,0.35
16,s4_16_spokes,RQL,2.0,2000,2,14.6601,5.877988,0.2
16,s4_16_spokes,EXACT-TV,2.0,2000,2,14.7283,5.875052,0.35
