side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect
64,bern50,0.05,5.0,4096,1,dev_stl_00,RQL,18.2685,0.27287,,0.24384,-0.02588,0.02266,0.23,0.001024,0.0,0.0,91.9,91.902,18.2295,1.0,0.213639,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,1.0,0.575,0.925,False
64,bern50,0.05,5.0,4096,1,dev_stl_00,POISSON-LIN,18.256,0.27277,,0.25215,-0.07116,0.021581,0.23,0.001024,0.0,0.0,4.46,4.455,17.9383,1.0,0.213639,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_00,SAT-POISSON,18.3028,0.2733,,0.24294,-0.02594,0.020553,0.23,0.001024,0.0,0.0,4.37,4.364,18.2617,1.0,0.213639,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,24572502999.426113,0.23,0.001024,0.0,0.0,2.46,2.459,5.9715,1.0,0.213639,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_00,GI,2.9647,0.00535,,,,,0.23,0.001024,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_01,RQL,16.0147,0.15289,,0.30098,0.0031,0.02266,0.24,0.001024,0.0,0.0,90.54,90.542,16.0142,1.0,0.218053,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,0.9906,0.6,0.9,False
64,bern50,0.05,5.0,4096,1,dev_stl_01,POISSON-LIN,16.0302,0.15298,,0.30342,-0.04479,0.021581,0.24,0.001024,0.0,0.0,4.31,4.314,15.9441,1.0,0.218053,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_01,SAT-POISSON,16.0331,0.15303,,0.30034,0.00315,0.020553,0.24,0.001024,0.0,0.0,4.22,4.221,16.0327,1.0,0.218053,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,24572502999.426113,0.24,0.001024,0.0,0.0,2.54,2.544,5.585,1.0,0.218053,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_01,GI,2.4314,0.00331,,,,,0.24,0.001024,0.0,0.0,0.14,,,,,,,,,,,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_02,RQL,15.0237,0.14381,,0.36993,0.01177,0.02266,0.24,0.001024,0.0,0.0,94.22,94.213,15.0208,1.0,0.218183,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,1.0911,0.125,0.3,False
64,bern50,0.05,5.0,4096,1,dev_stl_02,POISSON-LIN,15.0241,0.14395,,0.3715,-0.03696,0.021581,0.24,0.001024,0.0,0.0,4.65,4.645,14.9842,1.0,0.218183,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_02,SAT-POISSON,15.0121,0.14344,,0.37043,0.01175,0.020553,0.24,0.001024,0.0,0.0,4.46,4.458,15.0092,1.0,0.218183,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,24572502999.426113,0.24,0.001024,0.0,0.0,2.6,2.599,6.3832,1.0,0.218183,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_02,GI,3.4378,-0.00044,,,,,0.24,0.001024,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_03,RQL,14.7141,0.14715,,0.66451,0.00098,0.02266,0.24,0.001024,0.0,0.0,91.92,91.916,14.714,1.0,0.216157,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,1.0058,0.5,0.525,False
64,bern50,0.05,5.0,4096,1,dev_stl_03,POISSON-LIN,14.7126,0.14749,,0.66533,-0.04673,0.021581,0.24,0.001024,0.0,0.0,3.24,3.235,14.7033,1.0,0.216157,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_03,SAT-POISSON,14.7152,0.1473,,0.66443,0.00098,0.020553,0.24,0.001024,0.0,0.0,2.9,2.897,14.7152,1.0,0.216157,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,24572502999.426113,0.24,0.001024,0.0,0.0,2.7,2.695,11.1641,1.0,0.216157,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_stl_03,GI,9.1446,0.02853,,,,,0.24,0.001024,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,5.0,4096,1,dev_text,RQL,13.0722,0.02732,,0.97362,0.0247,0.02266,0.24,0.001024,0.0,0.0,95.62,95.617,13.0721,64.0,0.223214,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,0.9577,0.675,0.75,False
64,bern50,0.05,5.0,4096,1,dev_text,POISSON-LIN,13.0721,0.02733,,0.97363,-0.02527,0.021581,0.24,0.001024,0.0,0.0,4.56,4.558,13.0719,64.0,0.223214,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_text,SAT-POISSON,13.0722,0.02728,,0.97362,0.02466,0.020553,0.24,0.001024,0.0,0.0,4.47,4.474,13.072,64.0,0.223214,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,24572502999.426113,0.24,0.001024,0.0,0.0,2.59,2.587,12.8398,64.0,0.223214,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_text,GI,12.703,0.01094,,,,,0.24,0.001024,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,5.0,4096,1,dev_fine_lines,RQL,6.0786,0.00363,,0.75188,0.05606,0.02266,0.25,0.001024,0.0,0.0,95.98,95.983,6.0673,64.0,0.226893,0.219079,0.0,0.999709,0.5,0.011111,0.02266,OK,1.0606,0.175,0.5,False
64,bern50,0.05,5.0,4096,1,dev_fine_lines,POISSON-LIN,6.0777,0.00363,,0.75098,0.00309,0.021581,0.25,0.001024,0.0,0.0,3.57,3.565,6.0777,64.0,0.226893,0.219079,0.0,0.999709,0.5,0.010582,0.021581,,,,,
64,bern50,0.05,5.0,4096,1,dev_fine_lines,SAT-POISSON,6.0805,0.00363,,0.7517,0.05607,0.020553,0.25,0.001024,0.0,0.0,3.61,3.613,6.0693,64.0,0.226893,0.219079,0.0,0.999709,0.5,0.010078,0.020553,,,,,
64,bern50,0.05,5.0,4096,1,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,24572502999.426113,0.25,0.001024,0.0,0.0,2.54,2.542,3.5902,64.0,0.226893,0.219079,0.0,0.999709,0.5,12049278458.724089,24572502999.426113,,,,,
64,bern50,0.05,5.0,4096,1,dev_fine_lines,GI,1.7394,-0.01538,,,,,0.25,0.001024,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_00,RQL,18.4426,0.27839,,0.23869,0.01945,0.031999,0.48,0.002048,0.0,0.0,86.52,86.412,18.415,64.0,0.452754,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,0.8828,1.0,0.025,True
64,bern50,0.05,10.0,4096,0,dev_stl_00,POISSON-LIN,18.432,0.27788,,0.23996,-0.02995,0.030475,0.48,0.002048,0.0,0.0,3.29,3.286,18.3687,64.0,0.452754,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_00,SAT-POISSON,18.4283,0.27729,,0.23909,0.01955,0.029024,0.48,0.002048,0.0,0.0,3.38,3.384,18.4001,64.0,0.452754,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,37214268555.06451,0.48,0.002048,0.0,0.0,2.58,2.576,5.9715,64.0,0.452754,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_00,GI,2.6346,0.00329,,,,,0.48,0.002048,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_01,RQL,15.7846,0.15099,,0.30996,0.0227,0.031999,0.49,0.002048,0.0,0.0,89.58,89.575,15.7588,9.560816,0.435523,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,1.0496,0.225,0.8,False
64,bern50,0.05,10.0,4096,0,dev_stl_01,POISSON-LIN,15.7771,0.15096,,0.31018,-0.02703,0.030475,0.49,0.002048,0.0,0.0,4.87,4.865,15.7527,9.560816,0.435523,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_01,SAT-POISSON,15.8133,0.15126,,0.30892,0.02274,0.029024,0.49,0.002048,0.0,0.0,4.61,4.612,15.788,9.560816,0.435523,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,37214268555.06451,0.49,0.002048,0.0,0.0,2.54,2.543,5.585,9.560816,0.435523,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_01,GI,2.4047,0.00216,,,,,0.49,0.002048,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_02,RQL,15.0637,0.14126,,0.36852,-0.01826,0.031999,0.47,0.002048,0.0,0.0,86.22,86.224,15.0539,1.0,0.428319,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,0.9372,0.85,0.225,False
64,bern50,0.05,10.0,4096,0,dev_stl_02,POISSON-LIN,15.0954,0.14248,,0.37169,-0.06421,0.030475,0.47,0.002048,0.0,0.0,3.28,3.284,14.9797,1.0,0.428319,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_02,SAT-POISSON,14.9863,0.14045,,0.37182,-0.01823,0.029024,0.47,0.002048,0.0,0.0,5.14,5.137,14.9765,1.0,0.428319,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,37214268555.06451,0.47,0.002048,0.0,0.0,2.61,2.605,6.3832,1.0,0.428319,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_02,GI,3.4593,0.0061,,,,,0.47,0.002048,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_03,RQL,14.6634,0.14864,,0.66846,0.00492,0.031999,0.48,0.002048,0.0,0.0,94.91,94.909,14.6626,1.0,0.42885,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,1.0332,0.325,0.275,False
64,bern50,0.05,10.0,4096,0,dev_stl_03,POISSON-LIN,14.6506,0.14839,,0.66966,-0.04315,0.030475,0.48,0.002048,0.0,0.0,2.77,2.769,14.6471,1.0,0.42885,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_03,SAT-POISSON,14.6611,0.1485,,0.66864,0.00494,0.029024,0.48,0.002048,0.0,0.0,2.72,2.721,14.6603,1.0,0.42885,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,37214268555.06451,0.48,0.002048,0.0,0.0,2.61,2.615,11.1641,1.0,0.42885,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_stl_03,GI,9.0411,0.02055,,,,,0.48,0.002048,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_text,RQL,13.0709,0.02714,,0.97375,0.00439,0.031999,0.48,0.002048,0.0,0.0,93.11,93.109,13.0709,23.085344,0.436209,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,1.1108,0.05,0.35,False
64,bern50,0.05,10.0,4096,0,dev_text,POISSON-LIN,13.0714,0.02715,,0.97374,-0.04363,0.030475,0.48,0.002048,0.0,0.0,3.84,3.835,13.071,23.085344,0.436209,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_text,SAT-POISSON,13.0713,0.02715,,0.9737,0.00439,0.029024,0.48,0.002048,0.0,0.0,3.9,3.902,13.0713,23.085344,0.436209,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,37214268555.06451,0.48,0.002048,0.0,0.0,2.41,2.414,12.8398,23.085344,0.436209,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_text,GI,12.7216,0.01054,,,,,0.48,0.002048,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,0,dev_fine_lines,RQL,6.0668,0.00357,,0.75194,-0.01232,0.031999,0.47,0.002048,0.0,0.0,96.62,96.618,6.0666,1.0,0.432987,0.435039,0.0,0.999696,0.5,0.015691,0.031999,OK,0.9622,0.75,0.95,False
64,bern50,0.05,10.0,4096,0,dev_fine_lines,POISSON-LIN,6.063,0.00356,,0.75312,-0.05879,0.030475,0.47,0.002048,0.0,0.0,4.3,4.292,6.053,1.0,0.432987,0.435039,0.0,0.999696,0.5,0.014944,0.030475,,,,,
64,bern50,0.05,10.0,4096,0,dev_fine_lines,SAT-POISSON,6.0696,0.00359,,0.7517,-0.01231,0.029024,0.47,0.002048,0.0,0.0,4.18,4.18,6.0694,1.0,0.432987,0.435039,0.0,0.999696,0.5,0.014232,0.029024,,,,,
64,bern50,0.05,10.0,4096,0,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,37214268555.06451,0.47,0.002048,0.0,0.0,2.46,2.456,3.5902,1.0,0.432987,0.435039,0.0,0.999696,0.5,18248246198.9397,37214268555.06451,,,,,
64,bern50,0.05,10.0,4096,0,dev_fine_lines,GI,1.8699,-0.0032,,,,,0.47,0.002048,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_00,RQL,18.4956,0.27386,,0.23796,0.02741,0.031932,0.49,0.002048,0.0,0.0,93.35,93.347,18.4415,64.0,0.43953,0.435039,0.0,0.999712,0.5,0.015658,0.031932,OK,1.1051,0.125,0.1,False
64,bern50,0.05,10.0,4096,1,dev_stl_00,POISSON-LIN,18.5108,0.27438,,0.23713,-0.02278,0.030411,0.49,0.002048,0.0,0.0,4.31,4.305,18.472,64.0,0.43953,0.435039,0.0,0.999712,0.5,0.014912,0.030411,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_00,SAT-POISSON,18.5017,0.27425,,0.23779,0.02745,0.028963,0.49,0.002048,0.0,0.0,4.77,4.767,18.4477,64.0,0.43953,0.435039,0.0,0.999712,0.5,0.014202,0.028963,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,37136405301.7962,0.49,0.002048,0.0,0.0,2.61,2.601,5.9715,64.0,0.43953,0.435039,0.0,0.999712,0.5,18210065472.281376,37136405301.7962,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_00,GI,2.6871,-0.00401,,,,,0.49,0.002048,0.0,0.0,0.1,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_01,RQL,16.1779,0.15415,,0.2993,0.05283,0.031932,0.5,0.002048,0.0,0.0,93.58,93.578,16.0628,64.0,0.463139,0.435039,0.0,0.999712,0.5,0.015658,0.031932,OK,1.0543,0.25,0.85,False
64,bern50,0.05,10.0,4096,1,dev_stl_01,POISSON-LIN,16.182,0.15419,,0.29522,0.00017,0.030411,0.5,0.002048,0.0,0.0,4.42,4.421,16.182,64.0,0.463139,0.435039,0.0,0.999712,0.5,0.014912,0.030411,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_01,SAT-POISSON,16.1462,0.1539,,0.30041,0.05282,0.028963,0.5,0.002048,0.0,0.0,4.24,4.243,16.0308,64.0,0.463139,0.435039,0.0,0.999712,0.5,0.014202,0.028963,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,37136405301.7962,0.5,0.002048,0.0,0.0,2.55,2.553,5.585,64.0,0.463139,0.435039,0.0,0.999712,0.5,18210065472.281376,37136405301.7962,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_01,GI,2.5737,-0.00359,,,,,0.5,0.002048,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_02,RQL,14.908,0.1393,,0.3764,0.03713,0.031932,0.49,0.002048,0.0,0.0,96.93,96.928,14.8703,64.0,0.457646,0.435039,0.0,0.999712,0.5,0.015658,0.031932,OK,0.9332,0.75,0.225,False
64,bern50,0.05,10.0,4096,1,dev_stl_02,POISSON-LIN,14.9536,0.13915,,0.37304,-0.01399,0.030411,0.49,0.002048,0.0,0.0,5.17,5.167,14.9481,64.0,0.457646,0.435039,0.0,0.999712,0.5,0.014912,0.030411,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_02,SAT-POISSON,14.95,0.13934,,0.37453,0.03716,0.028963,0.49,0.002048,0.0,0.0,5.33,5.323,14.9136,64.0,0.457646,0.435039,0.0,0.999712,0.5,0.014202,0.028963,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,37136405301.7962,0.49,0.002048,0.0,0.0,2.86,2.86,6.3832,64.0,0.457646,0.435039,0.0,0.999712,0.5,18210065472.281376,37136405301.7962,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_02,GI,3.4268,0.00235,,,,,0.49,0.002048,0.0,0.0,0.15,,,,,,,,,,,,,,,
64,bern50,0.05,10.0,4096,1,dev_stl_03,RQL,14.7283,0.1454,,0.66362,-0.02642,0.031932,0.46,0.002048,0.0,0.0,94.64,94.636,14.7258,1.0,0.406588,0.435039,0.0,0.999712,0.5,0.015658,0.031932,OK,0.995,0.525,0.5,False
64,bern50,0.05,10.0,4096,1,dev_stl_03,POISSON-LIN,14.7224,0.14528,,0.66573,-0.07166,0.030411,0.46,0.002048,0.0,0.0,3.3,3.3,14.6982,1.0,0.406588,0.435039,0.0,0.999712,0.5,0.014912,0.030411,,,,,
