cell_id,shard_id,side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect,cnr,C_u,Gamma,S_det,S_inc,k_occupancy
M1_SCAT32-060_00_c0020,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,10.0,1024,2,m1_chirp_0,RQL,6.1438,0.00835,,0.68284,0.03041,0.688362,3.8,0.000512,0.0,0.0,0.09,0.085,6.1413,1.277793,1.79043,1.559875,0.0,31.247377,0.5,0.369759,0.688362,,,,,,,0.215137,0.416611,0.0037117,0.00585728,
M1_SCAT32-060_00_c0021,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,20.0,1024,2,m1_chirp_0,RQL,6.1556,0.01746,,0.6817,0.00176,0.95855,7.47,0.001024,0.0,0.0,0.12,0.119,6.1557,1.485384,4.05201,3.024719,0.0,31.055386,0.5,0.514893,0.95855,,,,,,,0.215137,0.589177,0.00729942,0.01171457,
M1_SCAT32-060_00_c0022,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,50.0,1024,2,m1_chirp_0,RQL,6.3591,0.03636,,0.66616,-0.01071,1.501247,18.54,0.0025599999999999998,0.0,0.0,0.12,0.116,6.356,1.388013,13.344084,7.41925,1e-06,31.356668,0.5,0.806407,1.501247,,,,,,,0.215137,0.93157,0.01810551,0.02928642,
M1_SCAT32-060_00_c0023,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,100.0,1024,2,m1_chirp_0,RQL,6.5229,0.06466,,0.65378,-0.01024,2.116274,37.11,0.0051199999999999996,0.0,0.0,0.13,0.131,6.519,1.498098,40.085736,14.743469,2e-06,31.299081,0.5,1.136774,2.116274,,,,,,,0.215137,1.317439,0.03623581,0.05857283,
M1_SCAT32-060_00_c0024,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,200.0,1024,2,m1_chirp_0,RQL,6.8476,0.11922,,0.62992,-0.0095,2.988037,74.25,0.010239999999999999,0.0,0.0,0.14,0.138,6.8418,1.512691,131.145529,29.391907,4e-06,31.23129,0.5,1.605049,2.988037,,,,,,,0.215137,1.863141,0.072505,0.11714566,
M1_SCAT32-060_00_c0025,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,500.0,1024,2,m1_chirp_0,RQL,7.564,0.27522,,0.58031,-0.00871,4.719916,185.69,0.025599999999999998,0.0,0.0,0.18,0.177,7.5545,1.532024,709.151816,73.337219,1e-05,30.899477,0.5,2.535342,4.719916,,,,,,,0.215137,2.945884,0.18134022,0.29286415,
M1_SCAT32-060_00_c0026,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,1000.0,1024,2,m1_chirp_0,RQL,8.4709,0.42459,,0.52335,-0.01027,6.672807,370.89,0.051199999999999996,0.0,0.0,0.19,0.19,8.4518,1.457404,2605.712927,146.579407,2e-05,31.430697,0.5,3.584353,6.672807,,,,,,,0.215137,4.166109,0.36219978,0.5857283,
M1_SCAT32-060_00_c0027,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,2000.0,1024,2,m1_chirp_0,RQL,9.7077,0.58712,,0.45409,-0.00772,9.435244,742.44,0.10239999999999999,0.0,0.0,0.2,0.198,9.6847,1.45113,10096.674435,293.063782,3.9e-05,31.472726,0.5,5.068219,9.435244,,,,,,,0.215137,5.891768,0.72503471,1.1714566,
M1_SCAT32-060_00_c0028,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,5.0,1024,3,m1_chirp_0,RQL,6.1662,0.00977,,0.68132,0.03945,0.501358,1.91,0.000256,0.0,0.0,0.1,0.097,6.1606,1.0,0.848387,0.82747,0.0,31.211501,0.5,0.269309,0.501358,,,,,,,0.215137,0.294588,0.00186825,0.00292864,
M1_SCAT32-060_00_c0029,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,10.0,1024,3,m1_chirp_0,RQL,6.1939,0.01759,,0.67875,0.0241,0.688362,3.79,0.000512,0.0,0.0,0.09,0.086,6.1934,1.748155,1.875843,1.559875,0.0,31.301396,0.5,0.369759,0.688362,,,,,,,0.215137,0.416611,0.00370312,0.00585728,
M1_SCAT32-060_00_c0030,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,20.0,1024,3,m1_chirp_0,RQL,6.2665,0.02561,,0.67299,0.00879,0.95855,7.51,0.001024,0.0,0.0,0.1,0.103,6.2674,1.306669,3.929698,3.024719,0.0,31.099613,0.5,0.514893,0.95855,,,,,,,0.215137,0.589177,0.00733757,0.01171457,
M1_SCAT32-060_00_c0031,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,50.0,1024,3,m1_chirp_0,RQL,6.292,0.02802,,0.67125,-0.00957,1.501247,18.56,0.0025599999999999998,0.0,0.0,0.1,0.104,6.2898,1.603131,14.265772,7.41925,1e-06,31.372446,0.5,0.806407,1.501247,,,,,,,0.215137,0.93157,0.01812172,0.02928642,
M1_SCAT32-060_00_c0032,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,100.0,1024,3,m1_chirp_0,RQL,6.4359,0.04978,,0.66013,-0.00288,2.116274,37.27,0.0051199999999999996,0.0,0.0,0.12,0.118,6.4351,1.45049,39.227602,14.743469,2e-06,31.231751,0.5,1.136774,2.116274,,,,,,,0.215137,1.317439,0.03639507,0.05857283,
M1_SCAT32-060_00_c0033,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,200.0,1024,3,m1_chirp_0,RQL,6.9541,0.15434,,0.62229,-0.01041,2.988037,74.19,0.010239999999999999,0.0,0.0,0.13,0.131,6.9478,1.547144,133.637366,29.391907,4e-06,31.28359,0.5,1.605049,2.988037,,,,,,,0.215137,1.863141,0.07245159,0.11714566,
M1_SCAT32-060_00_c0034,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,500.0,1024,3,m1_chirp_0,RQL,7.6191,0.28537,,0.57671,-0.00966,4.719916,185.61,0.025599999999999998,0.0,0.0,0.17,0.165,7.6085,1.418232,666.101743,73.337219,1e-05,31.118685,0.5,2.535342,4.719916,,,,,,,0.215137,2.945884,0.18126106,0.29286415,
M1_SCAT32-060_00_c0035,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,1000.0,1024,3,m1_chirp_0,RQL,8.5073,0.42635,,0.52096,-0.0086,6.672807,371.27,0.051199999999999996,0.0,0.0,0.19,0.185,8.4915,1.445638,2587.942234,146.579407,2e-05,31.457512,0.5,3.584353,6.672807,,,,,,,0.215137,4.166109,0.36256695,0.5857283,
M1_SCAT32-060_00_c0036,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,2000.0,1024,3,m1_chirp_0,RQL,9.7596,0.60147,,0.45166,-0.00928,9.435244,741.65,0.10239999999999999,0.0,0.0,0.2,0.197,9.7313,1.535839,10640.927925,293.063782,3.9e-05,31.387706,0.5,5.068219,9.435244,,,,,,,0.215137,5.891768,0.72426701,1.1714566,
M1_SCAT32-060_00_c0037,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,5.0,1024,4,m1_chirp_0,RQL,6.167,0.00677,,0.68276,0.08153,0.501358,1.96,0.000256,0.0,0.0,0.12,0.119,6.1423,1.81941,0.915861,0.82747,0.0,31.346618,0.5,0.269309,0.501358,,,,,,,0.215137,0.294588,0.00191593,0.00292864,
M1_SCAT32-060_00_c0038,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,10.0,1024,4,m1_chirp_0,RQL,6.1209,0.01225,,0.68442,0.00529,0.688362,3.75,0.000512,0.0,0.0,0.1,0.101,6.1212,1.614343,1.852292,1.559875,0.0,31.369442,0.5,0.369759,0.688362,,,,,,,0.215137,0.416611,0.00365829,0.00585728,
M1_SCAT32-060_00_c0039,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,20.0,1024,4,m1_chirp_0,RQL,6.1927,0.0146,,0.67877,0.0143,0.95855,7.53,0.001024,0.0,0.0,0.12,0.121,6.1932,1.350605,3.976813,3.024719,0.0,31.654362,0.5,0.514893,0.95855,,,,,,,0.215137,0.589177,0.0073576,0.01171457,
M1_SCAT32-060_00_c0040,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,50.0,1024,4,m1_chirp_0,RQL,6.3888,0.03917,,0.66377,-0.00505,1.501247,18.61,0.0025599999999999998,0.0,0.0,0.12,0.116,6.3873,1.54318,14.00223,7.41925,1e-06,31.336696,0.5,0.806407,1.501247,,,,,,,0.215137,0.93157,0.01817417,0.02928642,
M1_SCAT32-060_00_c0041,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,100.0,1024,4,m1_chirp_0,RQL,6.5021,0.05872,,0.65537,-0.01105,2.116274,37.08,0.0051199999999999996,0.0,0.0,0.12,0.124,6.4979,1.539613,40.716543,14.743469,2e-06,31.21318,0.5,1.136774,2.116274,,,,,,,0.215137,1.317439,0.03621101,0.05857283,
M1_SCAT32-060_00_c0042,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,200.0,1024,4,m1_chirp_0,RQL,6.8349,0.12676,,0.63075,-0.00798,2.988037,74.31,0.010239999999999999,0.0,0.0,0.13,0.128,6.8304,1.520071,131.7616,29.391907,4e-06,31.267842,0.5,1.605049,2.988037,,,,,,,0.215137,1.863141,0.07256794,0.11714566,
M1_SCAT32-060_00_c0043,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,500.0,1024,4,m1_chirp_0,RQL,7.552,0.26507,,0.58133,-0.01183,4.719916,185.32,0.025599999999999998,0.0,0.0,0.17,0.167,7.5391,1.45557,682.112463,73.337219,1e-05,31.139392,0.5,2.535342,4.719916,,,,,,,0.215137,2.945884,0.18098068,0.29286415,
M1_SCAT32-060_00_c0044,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,1000.0,1024,4,m1_chirp_0,RQL,8.4701,0.43784,,0.52349,-0.01161,6.672807,370.52,0.051199999999999996,0.0,0.0,0.2,0.197,8.4493,1.50662,2686.014374,146.579407,2e-05,31.396786,0.5,3.584353,6.672807,,,,,,,0.215137,4.166109,0.36183167,0.5857283,
M1_SCAT32-060_00_c0045,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_0,0.6,2000.0,1024,4,m1_chirp_0,RQL,9.8103,0.60046,,0.44877,-0.00733,9.435244,742.61,0.10239999999999999,0.0,0.0,0.2,0.202,9.7871,1.579099,10881.717832,293.063782,3.9e-05,31.238192,0.5,5.068219,9.435244,,,,,,,0.215137,5.891768,0.72520447,1.1714566,
M1_SCAT32-060_00_c0046,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,5.0,1024,0,m1_chirp_1,RQL,6.737,0.02471,,0.73104,0.0427,0.501358,1.92,0.000256,0.0,0.0,0.09,0.094,6.7389,2.049134,0.926868,0.82747,0.0,31.298235,0.5,0.269309,0.501358,,,,,,,0.267096,0.365736,0.00187397,0.00293044,
M1_SCAT32-060_00_c0047,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,10.0,1024,0,m1_chirp_1,RQL,6.7914,0.0326,,0.72695,-0.01975,0.688362,3.69,0.000512,0.0,0.0,0.09,0.093,6.7876,2.576476,2.023966,1.559875,0.0,31.194502,0.5,0.369759,0.688362,,,,,,,0.267096,0.517229,0.00360107,0.00586088,
M1_SCAT32-060_00_c0048,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,20.0,1024,0,m1_chirp_1,RQL,6.8222,0.04022,,0.72411,-0.0018,0.95855,7.45,0.001024,0.0,0.0,0.12,0.116,6.8217,1.879435,4.338617,3.024719,0.0,31.391827,0.5,0.514893,0.95855,,,,,,,0.267096,0.731472,0.00727844,0.01172175,
M1_SCAT32-060_00_c0049,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,50.0,1024,0,m1_chirp_1,RQL,6.8595,0.04784,,0.72127,-0.00974,1.501247,18.54,0.0025599999999999998,0.0,0.0,0.11,0.112,6.8557,2.127945,16.559189,7.41925,1e-06,31.552228,0.5,0.806407,1.501247,,,,,,,0.267096,1.156559,0.01810741,0.02930439,
M1_SCAT32-060_00_c0050,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,100.0,1024,0,m1_chirp_1,RQL,7.0521,0.08055,,0.70531,-0.0049,2.116274,37.19,0.0051199999999999996,0.0,0.0,0.12,0.12,7.0502,2.202621,51.623323,14.743469,2e-06,30.979594,0.5,1.136774,2.116274,,,,,,,0.267096,1.635621,0.03632164,0.05860877,
M1_SCAT32-060_00_c0051,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,200.0,1024,0,m1_chirp_1,RQL,7.4392,0.15563,,0.67523,-0.01908,2.988037,73.68,0.010239999999999999,0.0,0.0,0.15,0.151,7.4287,2.345148,187.435497,29.391907,4e-06,31.289377,0.5,1.605049,2.988037,,,,,,,0.267096,2.313117,0.07195473,0.11721755,
M1_SCAT32-060_00_c0052,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,500.0,1024,0,m1_chirp_1,RQL,7.9244,0.26259,,0.6387,-0.01647,4.719916,184.47,0.025599999999999998,0.0,0.0,0.17,0.171,7.9119,2.207348,995.349445,73.337219,1e-05,31.099397,0.5,2.535342,4.719916,,,,,,,0.267096,3.657359,0.18014908,0.29304387,
M1_SCAT32-060_00_c0053,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,1000.0,1024,0,m1_chirp_1,RQL,8.5704,0.38955,,0.59311,-0.01441,6.672807,369.13,0.051199999999999996,0.0,0.0,0.19,0.187,8.5551,2.34184,4078.299202,146.579407,2e-05,31.273546,0.5,3.584353,6.672807,,,,,,,0.267096,5.172287,0.36048031,0.58608773,
M1_SCAT32-060_00_c0054,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,2000.0,1024,0,m1_chirp_1,RQL,9.3055,0.50399,,0.5452,-0.01211,9.435244,738.54,0.10239999999999999,0.0,0.0,0.21,0.207,9.2866,2.290628,15691.372008,293.063782,3.9e-05,31.316484,0.5,5.068219,9.435244,,,,,,,0.267096,7.314719,0.7212286,1.17217546,
M1_SCAT32-060_00_c0055,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,5.0,1024,1,m1_chirp_1,RQL,6.6469,0.02211,,0.73838,0.03346,0.501358,1.91,0.000256,0.0,0.0,0.08,0.082,6.6522,3.178,0.981139,0.82747,0.0,31.199146,0.5,0.269309,0.501358,,,,,,,0.267096,0.365736,0.00186062,0.00293044,
M1_SCAT32-060_00_c0056,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,10.0,1024,1,m1_chirp_1,RQL,6.6921,0.02443,,0.73473,0.01368,0.688362,3.76,0.000512,0.0,0.0,0.1,0.101,6.6952,2.329279,1.978804,1.559875,0.0,31.147251,0.5,0.369759,0.688362,,,,,,,0.267096,0.517229,0.00367641,0.00586088,
M1_SCAT32-060_00_c0057,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,20.0,1024,1,m1_chirp_1,RQL,6.784,0.0339,,0.72709,0.00536,0.95855,7.5,0.001024,0.0,0.0,0.1,0.104,6.7859,2.264711,4.606867,3.024719,0.0,31.370139,0.5,0.514893,0.95855,,,,,,,0.267096,0.731472,0.00732231,0.01172175,
M1_SCAT32-060_00_c0058,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,50.0,1024,1,m1_chirp_1,RQL,6.9418,0.05605,,0.71435,-0.0055,1.501247,18.59,0.0025599999999999998,0.0,0.0,0.17,0.174,6.9395,2.346475,17.399217,7.41925,1e-06,31.243555,0.5,0.806407,1.501247,,,,,,,0.267096,1.156559,0.01815414,0.02930439,
M1_SCAT32-060_00_c0059,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,100.0,1024,1,m1_chirp_1,RQL,7.1616,0.10504,,0.69737,-0.02418,2.116274,36.76,0.0051199999999999996,0.0,0.0,0.12,0.123,7.1484,2.31329,53.527714,14.743469,2e-06,31.020701,0.5,1.136774,2.116274,,,,,,,0.267096,1.635621,0.0358963,0.05860877,
M1_SCAT32-060_00_c0060,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,200.0,1024,1,m1_chirp_1,RQL,7.3677,0.14486,,0.6808,-0.0179,2.988037,73.76,0.010239999999999999,0.0,0.0,0.15,0.147,7.3574,2.312343,184.902845,29.391907,4e-06,31.224754,0.5,1.605049,2.988037,,,,,,,0.267096,2.313117,0.07203007,0.11721755,
M1_SCAT32-060_00_c0061,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,500.0,1024,1,m1_chirp_1,RQL,7.9993,0.28055,,0.63324,-0.01627,4.719916,184.52,0.025599999999999998,0.0,0.0,0.18,0.18,7.9863,2.33145,1054.369704,73.337219,1e-05,31.328782,0.5,2.535342,4.719916,,,,,,,0.267096,3.657359,0.18019962,0.29304387,
M1_SCAT32-060_00_c0062,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,1000.0,1024,1,m1_chirp_1,RQL,8.5284,0.38841,,0.59605,-0.01505,6.672807,369.04,0.051199999999999996,0.0,0.0,0.19,0.186,8.5121,2.260773,3944.965555,146.579407,2e-05,31.296358,0.5,3.584353,6.672807,,,,,,,0.267096,5.172287,0.36039257,0.58608773,
M1_SCAT32-060_00_c0063,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,2000.0,1024,1,m1_chirp_1,RQL,9.26,0.5022,,0.54826,-0.01429,9.435244,737.47,0.10239999999999999,0.0,0.0,0.21,0.21,9.238,2.28129,15697.154324,293.063782,3.9e-05,31.456478,0.5,5.068219,9.435244,,,,,,,0.267096,7.314719,0.72018814,1.17217546,
M1_SCAT32-060_00_c0064,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,5.0,1024,2,m1_chirp_1,RQL,6.7388,0.02553,,0.73129,0.08166,0.501358,1.96,0.000256,0.0,0.0,0.09,0.093,6.736,2.282041,0.937532,0.82747,0.0,31.118942,0.5,0.269309,0.501358,,,,,,,0.267096,0.365736,0.00191498,0.00293044,
M1_SCAT32-060_00_c0065,M1_SCAT32-060_00,32,m1pat:SCAT32-060:m1_chirp_1,0.6,10.0,1024,2,m1_chirp_1,RQL,6.5546,0.01667,,0.74733,-0.02216,0.688362,3.68,0.000512,0.0,0.0,0.11,0.109,6.5475,1.629256,1.85514,1.559875,0.0,31.385038,0.5,0.369759,0.688362,,,,,,,0.267096,0.517229,0.00359535,0.00586088,
